,word,total_count,СМГ Зима,СМГ Мессояха,СМГ Н.Порт,Томский интегрированный проект
21,руководительштаба,818.0,36.0,769.0,13.0,0.0
125,подготовительныеработы,2490.0,36.0,105.0,129.0,2220.0
0,начальникпоом,989.0,36.0,940.0,13.0,0.0
113,кдоговору№,35.0,35.0,0.0,0.0,0.0
1780,сентябрь,1928.0,34.0,80.0,125.0,1689.0
1,март,1734.0,34.0,67.0,151.0,1482.0
111,"от""""20г",33.0,33.0,0.0,0.0,0.0
59,начальникукс,1330.0,32.0,1180.0,118.0,0.0
91,форма№4приложения11,32.0,32.0,0.0,0.0,0.0
133,формамесячно-суточногографикаиотчетаповыполнениюмесячно-суточногографика,38.0,31.0,0.0,7.0,0.0
86,(разрабатываетсяиведётсявmsexcel),38.0,31.0,0.0,7.0,0.0
978,май,1657.0,30.0,123.0,103.0,1401.0
132,рекультивация,781.0,30.0,1.0,0.0,750.0
130,"ооо""юнс""",30.0,30.0,0.0,0.0,0.0
87,2020год,30.0,30.0,0.0,0.0,0.0
127,разбивкаосей,30.0,30.0,0.0,0.0,0.0
102,проминкатрассы,57.0,30.0,1.0,26.0,0.0
126,расчисткатрассы(рубкалеса/расчисткаотмелколесья),30.0,30.0,0.0,0.0,0.0
122,приемкаобъектарабочейкомиссией,30.0,30.0,0.0,0.0,0.0
96,прочее,571.0,30.0,174.0,15.0,352.0
491,%,5756.0,29.0,1295.0,431.0,4001.0
1678,июль,1685.0,28.0,115.0,131.0,1411.0
23,посостояниюна,2135.0,27.0,1379.0,729.0,0.0
99,арзубайдуллин,27.0,27.0,0.0,0.0,0.0
88,burmatovaa@uns-mtpmcom,26.0,26.0,0.0,0.0,0.0
124,somovva@uns-mtpmcom,26.0,26.0,0.0,0.0,0.0
114,объемы,26.0,26.0,0.0,0.0,0.0
98,сомоввладимиранатольевич,26.0,26.0,0.0,0.0,0.0
120,рмсафин,26.0,26.0,0.0,0.0,0.0
131,сроки/смр,26.0,26.0,0.0,0.0,0.0
47,выполнено,1190.0,26.0,141.0,93.0,930.0
116,бурматовалександранатольевич,26.0,26.0,0.0,0.0,0.0
129,руководительпроектногоцентразима,25.0,25.0,0.0,0.0,0.0
751,примечание,6455.0,25.0,1459.0,520.0,4451.0
110,"ооо""эскэнергомост""",24.0,24.0,0.0,0.0,0.0
52,руководительпроекта,1037.0,24.0,506.0,506.0,1.0
1752,август,1996.0,24.0,77.0,202.0,1693.0
105,ивантохин,23.0,23.0,0.0,0.0,0.0
112,"ооо""эскэнергомост",23.0,23.0,0.0,0.0,0.0
121,хнт-19/11027/683/р/35от12092019гнаряд-заказ№1инаряд-заказ№2,23.0,23.0,0.0,0.0,0.0
123,директорпостроительствуопмосква,23.0,23.0,0.0,0.0,0.0
2167,декабрь,1486.0,23.0,78.0,111.0,1274.0
106,начальникштабастроительства:каримоввр,22.0,22.0,0.0,0.0,0.0
381,погружениеж/бсвай,22.0,22.0,0.0,0.0,0.0
115,монтажволс,23.0,22.0,0.0,1.0,0.0
109,монтажпровода,1238.0,22.0,31.0,27.0,1158.0
100,установкаинформационныхзнаков,22.0,22.0,0.0,0.0,0.0
119,начальникучастка:плехановнн,22.0,22.0,0.0,0.0,0.0
362,пк,39.0,22.0,0.0,10.0,7.0
94,"отподрядчика:ооо""эскэнергомост""",22.0,22.0,0.0,0.0,0.0
1406,июнь,1824.0,22.0,118.0,115.0,1569.0
378,млиний,22.0,22.0,0.0,0.0,0.0
128,вывозкасвай,22.0,22.0,0.0,0.0,0.0
372,монтажзаземления,1136.0,22.0,205.0,92.0,817.0
364,вл35квктпн1куст2-ктпн2куст2,21.0,21.0,0.0,0.0,0.0
365,сборкаопорпорталов,21.0,21.0,0.0,0.0,0.0
366,вл35квкуст3-ктпн1куст3,21.0,21.0,0.0,0.0,0.0
367,монтажростверков,972.0,21.0,88.0,111.0,752.0
1818,октябрь,1534.0,21.0,58.0,113.0,1342.0
361,вл35квктпн1куст4-ктпн2куст4,21.0,21.0,0.0,0.0,0.0
368,вл35квктпн1куст7-ктпн2куст7,21.0,21.0,0.0,0.0,0.0
31,-,1202.0,21.0,785.0,247.0,149.0
376,вл35квпс6/35кв-пс35/6квупн,21.0,21.0,0.0,0.0,0.0
375,вл35квктпн1куст12-ктпн2куст12,21.0,21.0,0.0,0.0,0.0
374,вл35квкуст8-ктпн1куст8,21.0,21.0,0.0,0.0,0.0
373,монтажопорпорталов,33.0,21.0,12.0,0.0,0.0
371,вл35квкуст5-ктпн1куст5,21.0,21.0,0.0,0.0,0.0
363,вл35квкуст11ктпн1куст11-ктпн2куст11,21.0,21.0,0.0,0.0,0.0
370,вл35квктпн1куст6-ктпн2куст6,21.0,21.0,0.0,0.0,0.0
369,"вл35квобп-ктпн1""обп""",21.0,21.0,0.0,0.0,0.0
382,остатокна09022020,21.0,21.0,0.0,0.0,0.0
384,вл35квкуст6-ктпн1куст6,21.0,21.0,0.0,0.0,0.0
359,вл35квкуст2-ктпн1куст2,21.0,21.0,0.0,0.0,0.0
379,вл35квкуст12-ктпн1куст12,21.0,21.0,0.0,0.0,0.0
383,фактна09022020,21.0,21.0,0.0,0.0,0.0
839,месячно-суточныйграфиквыполненияработпообъекту:«строительствообъектовэнергообеспеченияместорожденияимажагрина»,21.0,21.0,0.0,0.0,0.0
385,вл35квкуст11-ктпн1,21.0,21.0,0.0,0.0,0.0
358,вл35квкуст4-ктпн1куст4,21.0,21.0,0.0,0.0,0.0
357,вл35квкуст7-ктпн1куст7,21.0,21.0,0.0,0.0,0.0
380,вл35квктпн1куст5-ктпн2куст5,21.0,21.0,0.0,0.0,0.0
837,вл35квнапс35/6ус,20.0,20.0,0.0,0.0,0.0
841,задание,140.0,20.0,30.0,90.0,0.0
838,вл35квктпн1куст8-ктпн2куст88по-ктпн8по,20.0,20.0,0.0,0.0,0.0
836,вл35квкуст12-ктпн1,20.0,20.0,0.0,0.0,0.0
835,вл35квктпн1куст3-ктпн2куст33по-ктпн3по,20.0,20.0,0.0,0.0,0.0
840,примечание:работыпоустановкепорталов(забивкасвайростверкимонтажпорталов)будутвыполнятсявапрелемесяцепослекомплектациииподготовкикустовыхплощадок,20.0,20.0,0.0,0.0,0.0
834,вл35квкуст12ктпн1куст12-ктпн2куст12,20.0,20.0,0.0,0.0,0.0
842,работыпомонтажузаземленияначнутсяс25032020послекомплектации,20.0,20.0,0.0,0.0,0.0
981,фактна29022020,43.0,19.0,24.0,0.0,0.0
982,фактна30032020,19.0,19.0,0.0,0.0,0.0
983,остатокна01032020,19.0,19.0,0.0,0.0,0.0
984,остатокна01042020,19.0,19.0,0.0,0.0,0.0
1000,фактна30042020,35.0,18.0,17.0,0.0,0.0
1001,остатокна01052020,18.0,18.0,0.0,0.0,0.0
1064,остаток,1675.0,18.0,315.0,510.0,832.0
1680,фактна30052020,17.0,17.0,0.0,0.0,0.0
471,зубайдуллинар,17.0,17.0,0.0,0.0,0.0
1679,остатокна01062020,17.0,17.0,0.0,0.0,0.0
315,т,2682.0,17.0,705.0,119.0,1841.0
1447,мп,3274.0,16.0,1013.0,151.0,2094.0
75,хнт-19/11029/654/р/35,15.0,15.0,0.0,0.0,0.0
4,ᵒс,15.0,15.0,0.0,0.0,0.0
1740,фактна30062020,32.0,15.0,17.0,0.0,0.0
1739,остатокна01072020,15.0,15.0,0.0,0.0,0.0
30,"ооо""стройфинансгрупп""",15.0,15.0,0.0,0.0,0.0
56,"гидроизоляцияднаиоткосовнакопителейполотном""нетма-теплонит""поту8397-002-34559380-05снахлестом025м",15.0,15.0,0.0,0.0,0.0
36,рубкалесамягкихпороддиаметромстволаот16до24сммелкогогустого,15.0,15.0,0.0,0.0,0.0
743,апрель,1676.0,14.0,134.0,114.0,1414.0
1775,фактна31082020,13.0,13.0,0.0,0.0,0.0
1774,заданиенасентябрь,65.0,13.0,0.0,52.0,0.0
1769,остатокна01092020,13.0,13.0,0.0,0.0,0.0
1767,фактна31072020,35.0,13.0,22.0,0.0,0.0
224,"ооотк""сибирскийрегион""",13.0,13.0,0.0,0.0,0.0
1027,кг,238.0,13.0,39.0,49.0,137.0
43,хнт-19/11029/650/р/35,13.0,13.0,0.0,0.0,0.0
104,ст,1537.0,13.0,977.0,213.0,334.0
1773,монтажволс(куст3ктпн2),12.0,12.0,0.0,0.0,0.0
51,згдпокапитальномустроительству,557.0,12.0,196.0,349.0,0.0
1768,заданиенаавгуст,61.0,12.0,2.0,47.0,0.0
226,субподряднаяорганизация,380.0,12.0,0.0,368.0,0.0
1770,остатокна01082020,12.0,12.0,0.0,0.0,0.0
1771,монтажпровода(куст3ктпн2),12.0,12.0,0.0,0.0,0.0
1772,монтажволс(установкагасителейвибрацииприотключении1-ойцепи),12.0,12.0,0.0,0.0,0.0
2006,№,1369.0,12.0,901.0,31.0,425.0
1776,установкаптицезащиты(попоступлению30082020ипопеременномотключении1-ойи2-ойцепи),12.0,12.0,0.0,0.0,0.0
1777,монтажпровода(пролётоп№3-8),12.0,12.0,0.0,0.0,0.0
1778,погружениеж/бсвай(накуст3по),12.0,12.0,0.0,0.0,0.0
1779,вл35квктпн1куст3-ктпн2куст3одноцепвл35кв3по-ктпн3по,12.0,12.0,0.0,0.0,0.0
1061,монтажемкостиv=63м3,12.0,12.0,0.0,0.0,0.0
1781,монтажзаземления(началомонтажаграфитовыхзаземлителейпоихпоступлениюс15092020),12.0,12.0,0.0,0.0,0.0
2069,изготовлениесвайø219х8мм100м,11.0,11.0,0.0,0.0,0.0
2007,монатажограждениямаслосборника,11.0,11.0,0.0,0.0,0.0
1247,монтажоборудования,3210.0,11.0,951.0,132.0,2116.0
2057,монтажпредупреждающегознака,11.0,11.0,0.0,0.0,0.0
2071,инди,11.0,11.0,0.0,0.0,0.0
2002,монтажоголовниковсвай,249.0,11.0,197.0,41.0,0.0
2000,погружениеж/бсваисваяс3512-1,11.0,11.0,0.0,0.0,0.0
2070,видыработ,3462.0,11.0,3.0,332.0,3116.0
2158,заданиенаоктябрь,50.0,11.0,0.0,39.0,0.0
2101,заготовкам/кподанкера1,11.0,11.0,0.0,0.0,0.0
2155,остатокна01102020,11.0,11.0,0.0,0.0,0.0
2156,фактна30092020,34.0,11.0,23.0,0.0,0.0
2062,изготовлением/кподпредупреждающийзнак,11.0,11.0,0.0,0.0,0.0
2157,установкаптицезащиты(попеременномотключении1-ойи2-ойцепи),11.0,11.0,0.0,0.0,0.0
2010,устройствопесчанногооснования,11.0,11.0,0.0,0.0,0.0
16,отподрядчика:,279.0,11.0,31.0,237.0,0.0
2059,устройствоплощадки,57.0,11.0,46.0,0.0,0.0
1975,общестроительныеработы,326.0,11.0,160.0,51.0,104.0
1970,бурениескважинподсваюглубиной30м,11.0,11.0,0.0,0.0,0.0
1968,кол-во,791.0,11.0,702.0,61.0,17.0
2089,изготовлением/кригеляр1стойкас1ограждениедеталикрепления,11.0,11.0,0.0,0.0,0.0
2081,припоставкенеобходимыхмтрбалка30б2изисогласованнаязамена,11.0,11.0,0.0,0.0,0.0
2026,заполнениеполостисвайцпс,29.0,11.0,18.0,0.0,0.0
2078,монтажограждения,1205.0,11.0,160.0,17.0,1017.0
2087,разработкакотлованавручную,11.0,11.0,0.0,0.0,0.0
2045,забивкаанкераа1,11.0,11.0,0.0,0.0,0.0
2086,монтажм/км/кригеляр1стойкас1деталикрепления,11.0,11.0,0.0,0.0,0.0
1936,ноябрь,1340.0,11.0,61.0,119.0,1149.0
971,виерьви,11.0,11.0,0.0,0.0,0.0
2027,заполнениемаслоприемнойчаши,11.0,11.0,0.0,0.0,0.0
973,обустройстводорогиустановкадорожныхзнаковiтипоразмера,11.0,11.0,0.0,0.0,0.0
974,"составил:инженерптоооо""стройфинансгрупп""козловсл",11.0,11.0,0.0,0.0,0.0
2040,погружениесвайø219х8мм100м,11.0,11.0,0.0,0.0,0.0
976,"проверил:начальникптоооо""стройфинансгрупп""корякинпв",11.0,11.0,0.0,0.0,0.0
2082,монтажблочно-модульноезданиезру35кввпроектноеположениеблоков,11.0,11.0,0.0,0.0,0.0
2020,разработкакотлована,190.0,11.0,27.0,99.0,53.0
2017,колодецк1ø325х8монтаж,11.0,11.0,0.0,0.0,0.0
2014,общестроительныеработымаслосборникv=63м3,11.0,11.0,0.0,0.0,0.0
2051,обратнаязасыпкаспослойнымтромбованием,11.0,11.0,0.0,0.0,0.0
14,хнт-19/11029/649/р/35,10.0,10.0,0.0,0.0,0.0
76,начальникпто,194.0,10.0,165.0,19.0,0.0
82,«кустскважин№5»,10.0,10.0,0.0,0.0,0.0
577,итр,2595.0,10.0,554.0,803.0,1228.0
13,устройствоводопропускныхтрубгофрированныхметаллическихd=15м,10.0,10.0,0.0,0.0,0.0
77,подъезднаядорогаккусту№2,10.0,10.0,0.0,0.0,0.0
12,устройствооднослойноголежневогонастиланапродольныхлежняхсрасходомлеса22490м3/1000м2взонедвижениябуровогостанка,10.0,10.0,0.0,0.0,0.0
78,подъезднаядорогаккусту№4,10.0,10.0,0.0,0.0,0.0
9,разработкагрунта1группы(купл=105ктр=101)экскаватором(емкостьковша1м³)спогрузкойнаавтосамосвалыитранспортировкойизкарьерадальностьютранспортировкидо10км(км-3кл*),10.0,10.0,0.0,0.0,0.0
159,обратнаязасыпкатраншеи,818.0,10.0,14.0,0.0,794.0
74,хнт-19/11029/652/р/35,10.0,10.0,0.0,0.0,0.0
1026,пм,87.0,10.0,27.0,40.0,10.0
2175,заданиенадекабрь,39.0,10.0,0.0,29.0,0.0
83,устройствообвалованияшламовогоамбарагрунтиздальностьютранспортировкидо10км(км-3кл*),10.0,10.0,0.0,0.0,0.0
46,«кустскважин№4»,10.0,10.0,0.0,0.0,0.0
48,расчисткатерриторииоткустарникаимелколесья,10.0,10.0,0.0,0.0,0.0
57,начальникучастка,2148.0,10.0,108.0,187.0,1843.0
34,хнт-19/11029/651/р/35,10.0,10.0,0.0,0.0,0.0
26,подъезднаядорогаккусту№5,10.0,10.0,0.0,0.0,0.0
61,«кустскважин№8»,10.0,10.0,0.0,0.0,0.0
25,подъезднаядорогаккусту№3,10.0,10.0,0.0,0.0,0.0
68,«автомобильнаядорогаотт-1до«месторожденияпесказападно-зимнее№35»,10.0,10.0,0.0,0.0,0.0
62,устройствонасыпиизпривозногопеска(сучетомосадки;купл=105;ктр=101)«карьерпескаместорождениеимжагрина»сдальностьютранспортировкидо20км(20км-3кл*),10.0,10.0,0.0,0.0,0.0
63,подъезднаядорогаккусту№8,10.0,10.0,0.0,0.0,0.0
67,«кустскважин№2»,10.0,10.0,0.0,0.0,0.0
2173,остатокна01122020,10.0,10.0,0.0,0.0,0.0
2174,фактна30112020,27.0,10.0,17.0,0.0,0.0
45,генеральныйдиректорподряднойорганизации,38.0,10.0,0.0,28.0,0.0
7,хнт-19/11029/653/р/35,10.0,10.0,0.0,0.0,0.0
147,разработкатраншеи,999.0,10.0,28.0,9.0,952.0
44,«кустскважин№3»,10.0,10.0,0.0,0.0,0.0
2203,ввдохин,9.0,9.0,0.0,0.0,0.0
2204,остатокна01012021,9.0,9.0,0.0,0.0,0.0
333,вырубкалеса,18.0,9.0,0.0,9.0,0.0
2205,фактна31122020,24.0,9.0,15.0,0.0,0.0
706,итого,6570.0,9.0,1466.0,760.0,4335.0
1559,погружениесвай,2631.0,9.0,264.0,282.0,2076.0
2228,фактна31012021,20.0,9.0,11.0,0.0,0.0
107,линейнаячасть,205.0,9.0,131.0,65.0,0.0
690,калалблс,9.0,9.0,0.0,0.0,0.0
2206,заданиенаянварь,29.0,9.0,0.0,20.0,0.0
2084,блокразъеденителясопн35кв,8.0,8.0,0.0,0.0,0.0
2085,монтажм/коголовка16х400х400,8.0,8.0,0.0,0.0,0.0
742,компл,1802.0,8.0,112.0,118.0,1564.0
752,всегопорд,858.0,8.0,356.0,494.0,0.0
2083,колодецк1ø325х8монтажкрышек,8.0,8.0,0.0,0.0,0.0
788,сначаластроительстванарастающимитогом(подоговору),8.0,8.0,0.0,0.0,0.0
2055,монтажм/кмаслоприемникаб1б2б3н1опораоп1опораоп2,8.0,8.0,0.0,0.0,0.0
2090,изготовлениеоголовка10х300х300,8.0,8.0,0.0,0.0,0.0
2091,монтажплитп105,8.0,8.0,0.0,0.0,0.0
2093,прокладкакввгнг(а)-хл10х25мм2,8.0,8.0,0.0,0.0,0.0
2094,шефмонтажныеработы,134.0,8.0,1.0,0.0,125.0
2229,оп13шт270211ш2802,8.0,8.0,0.0,0.0,0.0
2097,прокладкатрубкатермоусаживаемаятут60/30,8.0,8.0,0.0,0.0,0.0
2096,сборкам/кпорталапс-я4с,8.0,8.0,0.0,0.0,0.0
134,смрнауза,8.0,8.0,0.0,0.0,0.0
151,заместительгенеральногодиректора,134.0,8.0,93.0,33.0,0.0
150,"попроизводствуооо""югранефтестрой""",8.0,8.0,0.0,0.0,0.0
144,испытаниенапрочностьигерметичностьтрубопровода,8.0,8.0,0.0,0.0,0.0
2080,устройствоактивныхзаземлителейavgn,8.0,8.0,0.0,0.0,0.0
136,очисткаполоститрубопровода,8.0,8.0,0.0,0.0,0.0
135,установкаопозновательныхзнаков,8.0,8.0,0.0,0.0,0.0
2224,низкаятемператаураработынепроводились,8.0,8.0,0.0,0.0,0.0
2098,прокладкакабелясиловоговвгнг(а)-хл5х6,8.0,8.0,0.0,0.0,0.0
2225,заданиенафевраль,31.0,8.0,0.0,23.0,0.0
2226,020221собрано70%опоры№1куст60120%030280%0502№34060221№540%0702№6090221№8075%1102025%1202№701%120290%1302№930%130270%1402№8/130%1602№1030%160270%1702№8/210%170290%1902,8.0,8.0,0.0,0.0,0.0
2102,к-т,960.0,8.0,202.0,172.0,578.0
2227,остатокна01022021,8.0,8.0,0.0,0.0,0.0
2100,забивказаземлительвертикальныйизкруглойсталидиаметром:18ммl=5,8.0,8.0,0.0,0.0,0.0
2099,монтажкабеляпввнг(а)-хл1х240и1х120,8.0,8.0,0.0,0.0,0.0
140,завозтрубнатрассу,8.0,8.0,0.0,0.0,0.0
2054,прокладкакввгнг(а)-хл4х25мм2,8.0,8.0,0.0,0.0,0.0
1992,монтажнаголовникам-42,8.0,8.0,0.0,0.0,0.0
154,<=43830,32.0,8.0,24.0,0.0,0.0
2025,пуско-наладочныеработы,963.0,8.0,890.0,65.0,0.0
1981,общестроительныеработымаслоприемникмп-1,8.0,8.0,0.0,0.0,0.0
2028,маслоприемникимонтируемпослемонтажаоснованияиустановкитрасформаторов,8.0,8.0,0.0,0.0,0.0
1980,монтажопн6квдлятрансформаторов,8.0,8.0,0.0,0.0,0.0
2029,бурениескважинподсваюсв1ø219х8мм30м,8.0,8.0,0.0,0.0,0.0
2031,изготовлениесвайø325х8мм165м,8.0,8.0,0.0,0.0,0.0
2034,устройствопесчаногооснования,24.0,8.0,12.0,4.0,0.0
2037,отборпробмаслаизбакатрансформатораиземкостидлядолива,8.0,8.0,0.0,0.0,0.0
1978,сборкам/кпрожекторноймачты,8.0,8.0,0.0,0.0,0.0
1977,наладкасистемыохлаждениясошкафомуправленияохлаждением,8.0,8.0,0.0,0.0,0.0
1976,заготовкаоснования,8.0,8.0,0.0,0.0,0.0
1982,монтажстойкикабельнаяl=1200мм,8.0,8.0,0.0,0.0,0.0
1974,монтажметалоконструкцияподкабльнуюпродукциюрза,8.0,8.0,0.0,0.0,0.0
1973,общестроительныеработыкабельнаяэстакада,8.0,8.0,0.0,0.0,0.0
2004,погружениесвайø325х8мм16500м(в2приема),8.0,8.0,0.0,0.0,0.0
2039,монтажкабельнойпродукцииэлектроосвещения,8.0,8.0,0.0,0.0,0.0
1972,релейнаязащита,17.0,8.0,0.0,9.0,0.0
2041,монтажростверкатс-23с,8.0,8.0,0.0,0.0,0.0
2058,пропущеныработы,8.0,8.0,0.0,0.0,0.0
2042,трубастальнаяпоустановленнымконструкциямпостенамскреплениемскобамидиаметр:до40мм,8.0,8.0,0.0,0.0,0.0
2043,прокладкакабелясиловоговбшвнг(а)-хл5х6,8.0,8.0,0.0,0.0,0.0
2060,наружноеэлектроосвещение,8.0,8.0,0.0,0.0,0.0
2023,прокладкакввгнг(а)-хл5х15мм2,8.0,8.0,0.0,0.0,0.0
1985,монтажкабельнойпродукциирза,8.0,8.0,0.0,0.0,0.0
2061,силовоеэлектрооборудование,22.0,8.0,14.0,0.0,0.0
2008,монтажлотковперфорированныхскрышками300х65l=2000мм,8.0,8.0,0.0,0.0,0.0
2003,устройствозаземленияавтоцистернуза2мк-06,8.0,8.0,0.0,0.0,0.0
2001,бурениескважиныподанкера1глубиной15м,8.0,8.0,0.0,0.0,0.0
1999,монтажметалоконструкцияподкабльнуюпродукцию,8.0,8.0,0.0,0.0,0.0
1998,монтажоборудованияэлектроосвещения,8.0,8.0,0.0,0.0,0.0
1996,монтажм/кпрожекторноймачтынафундамент,8.0,8.0,0.0,0.0,0.0
1995,монтажм/кростверкарс1,8.0,8.0,0.0,0.0,0.0
1994,монтажлотковперфорированныхскрышками100х65l=2000мм,8.0,8.0,0.0,0.0,0.0
1993,обратнаязасыпкаспослойнымтрамбованием,17.0,8.0,9.0,0.0,0.0
1990,прокладкакввгнг(а)-хл4х4мм2,8.0,8.0,0.0,0.0,0.0
2005,общестроительныеработызру35квпрожекторнаямачта-4шт,8.0,8.0,0.0,0.0,0.0
2009,монтажоснования,365.0,8.0,3.0,1.0,353.0
1986,прокладкакввгнг(а)-хл5х4мм2,8.0,8.0,0.0,0.0,0.0
2011,заготовкаб1б2б3б4,8.0,8.0,0.0,0.0,0.0
2013,монтажполкакабельнаяl=300мм,8.0,8.0,0.0,0.0,0.0
2015,молниезащитаизаземление,476.0,8.0,6.0,21.0,441.0
2016,выполнениезаземлениебакатрансформатораивыводовобмоток,8.0,8.0,0.0,0.0,0.0
2018,установкатрансформатора16000/35/6нафундаментсуклономвсторонугазовогореле,8.0,8.0,0.0,0.0,0.0
1989,монтажм/кпролетныхстроений,8.0,8.0,0.0,0.0,0.0
2019,металлокаркасбалкиплощадки,8.0,8.0,0.0,0.0,0.0
1988,ожидаемыйфактна30092020,8.0,8.0,0.0,0.0,0.0
1987,монтажплощадкиобслуживания,643.0,8.0,635.0,0.0,0.0
2022,прокладкакввгнг(а)-хл7х15мм2,8.0,8.0,0.0,0.0,0.0
2046,монтажбалокб1б2б3б4,8.0,8.0,0.0,0.0,0.0
2038,монтажм/кпорталапс-я4с,8.0,8.0,0.0,0.0,0.0
2047,прокладкарукаваметаллическиедиаметром27ммрз-ц-х//рз-цпнг22,8.0,8.0,0.0,0.0,0.0
2072,монтажкоробокзажимовкс-24,8.0,8.0,0.0,0.0,0.0
2063,бурениескважинподсваюглубиной30мм,8.0,8.0,0.0,0.0,0.0
2064,монтажметалоконструкцияподкабльнуюпродукциюэлектроосвещения,8.0,8.0,0.0,0.0,0.0
161,каспирченков,8.0,8.0,0.0,0.0,0.0
2065,засыпкатраншей,817.0,8.0,0.0,2.0,807.0
2048,прокладкакабельконтрольныйкввгнг(а)-ls-хл4х15,8.0,8.0,0.0,0.0,0.0
2052,разработкатраншей,135.0,8.0,0.0,0.0,127.0
2073,комп,260.0,8.0,51.0,87.0,114.0
2049,заземлительгоризонтальныйизсталиполосовойсечениемразмером5х40мм,8.0,8.0,0.0,0.0,0.0
2074,анкера1,8.0,8.0,0.0,0.0,0.0
2075,монтажоголовка10х300х300,8.0,8.0,0.0,0.0,0.0
2076,монтажопн35квдлятрансформаторов,8.0,8.0,0.0,0.0,0.0
2053,монтажлестницы,438.0,8.0,47.0,0.0,383.0
2077,площадкаобслуживаниялестницаограждеие,8.0,8.0,0.0,0.0,0.0
2079,установкапостовуправлениякнопочныепкт-44у2,8.0,8.0,0.0,0.0,0.0
259,хнт-19/11023/642/р/35,8.0,8.0,0.0,0.0,0.0
2066,разработкакотлованаподмаслоприемник,276.0,8.0,0.0,9.0,259.0
2135,припоствкепрофтрубы140х140,7.0,7.0,0.0,0.0,0.0
2236,заданиенамарт,39.0,7.0,0.0,32.0,0.0
242,"месячно-суточныйграфиквыполненияработпообъекту""энергокомплексзападно-зимнегоучастка""",7.0,7.0,0.0,0.0,0.0
243,заполнениецпссвайоп1(ø325х8l=150м),7.0,7.0,0.0,0.0,0.0
256,монтажфакельнойустановки,7.0,7.0,0.0,0.0,0.0
247,заполнениецпссвайсв1(ø219х8l=150м),7.0,7.0,0.0,0.0,0.0
252,изготовлениепогружениезаполнениесвай(ø219х8l=120м),7.0,7.0,0.0,0.0,0.0
231,изготовлениемонтажопорныхпластин(лист10х140х270),7.0,7.0,0.0,0.0,0.0
300,заполнениецпссвайсв2(ø159х8l=150м),7.0,7.0,0.0,0.0,0.0
299,изготовлениесвайсв2(ø159х8l=150м),7.0,7.0,0.0,0.0,0.0
253,изготовлениепогружениезаполнениесвай(ø159х8l=120м),7.0,7.0,0.0,0.0,0.0
238,хнт-19/11028/745/р/35,7.0,7.0,0.0,0.0,0.0
274,погружениесвайсв1(ø325х8l=180м),7.0,7.0,0.0,0.0,0.0
778,%вып,1817.0,7.0,1528.0,276.0,6.0
2235,вл35квктпн1куст601-ктпн1куст601,7.0,7.0,0.0,0.0,0.0
