,word,total_count,СМГ Зима,СМГ Мессояха,СМГ Н.Порт,Томский интегрированный проект
759,19.5,332,23,22,87,200
159,Директор по строительству ОП Москва,23,23,0,0,0
1217,14.4,599,22,20,151,406
134,Вывозка свай ,22,22,0,0,0
4,9.1.,69,22,1,3,43
543,Погружение ж/б свай,22,22,0,0,0
542,11.5,677,22,58,193,404
151,Начальник участка : Плеханов Н.Н.,22,22,0,0,0
556,Монтаж заземления,1122,22,195,88,817
1196,13.5,603,22,23,172,386
133,"От Подрядчика: ООО ""ЭСК Энергомост""",22,22,0,0,0
1197,13.7,291,22,9,122,138
499,м линий,22,22,0,0,0
162,Монтаж ВОЛС ,22,22,0,0,0
519,пк,22,22,0,0,0
1231,13.6,386,22,15,145,204
143,Начальник штаба строительства: Каримов В.Р.,22,22,0,0,0
57,1.5.,250,22,11,26,191
512,11.7,545,22,5,165,353
167,Монтаж провода,1235,22,31,24,1158
549,11.6,615,22,8,181,404
507,ВЛ 35 кВ ПС6/35кВ - ПС35/6кВ УПН,21,21,0,0,0
376,1.11,1323,21,170,285,847
1220,3.2.7,830,21,4,34,771
1223,18.5,369,21,7,107,234
1218,3.1.6,1341,21,29,7,1284
509,ВЛ 35 кВ Куст 7 - КТПН1 Куст 7,21,21,0,0,0
522,ВЛ 35 кВ Куст 1.1 - КТПН1   ,21,21,0,0,0
1225,3.1.1,3310,21,75,78,3136
506,ВЛ 35 кВ Куст 4 - КТПН1 Куст 4,21,21,0,0,0
1227,3.2.1,2477,21,46,76,2334
1228,15.7,152,21,12,107,12
381,1.8,1593,21,186,401,985
1211,18.6,255,21,3,98,133
1213,3.1.4,1667,21,41,44,1561
1230,15.6,170,21,12,119,18
500,ВЛ 35 кВ Куст 5 - КТПН1 Куст 5,21,21,0,0,0
1233,20.7,130,21,3,73,33
1229,14.5,538,21,18,154,345
555,ВЛ 35 кВ Куст 8 - КТПН1 Куст 8,21,21,0,0,0
1208,3.2.3,1996,21,21,76,1878
536,ВЛ 35 кВ КТПН1 Куст 5 - КТПН2 Куст 5,21,21,0,0,0
1199,20.6,205,21,9,78,97
524,ВЛ 35 кВ КТПН1 Куст 7 - КТПН2 Куст 7,21,21,0,0,0
1198,18.7,199,21,3,92,83
529,ВЛ 35 кВ Куст 12 - КТПН1 Куст 12,21,21,0,0,0
520,ВЛ 35 кВ Куст 3 - КТПН1 Куст 3,21,21,0,0,0
531,остаток на 09.02.2020,21,21,0,0,0
516,Монтаж ростверков,962,21,79,110,752
532,факт на 09.02.2020,21,21,0,0,0
533,Установка информационных знаков,21,21,0,0,0
515,ВЛ 35 кВ КТПН1 Куст 2 - КТПН2 Куст 2,21,21,0,0,0
534,ВЛ 35 кВ КТПН1 Куст 4 - КТПН2 Куст 4,21,21,0,0,0
1234,19.6,212,21,16,97,78
538,ВЛ 35 кВ КТПН1 Куст 6 - КТПН2 Куст 6,21,21,0,0,0
1207,19.7,121,21,13,87,0
541,6.7,315,21,13,203,78
1203,18.4,468,21,12,101,334
544,ВЛ 35 кВ Куст 1.1  КТПН1 Куст 1.1 - КТПН2 Куст 1.1,21,21,0,0,0
545,ВЛ 35 кВ Куст 2 - КТПН1 Куст 2,21,21,0,0,0
1204,"Месячно-суточный график выполнения работ
по объекту: «Строительство объектов энергообеспечения месторождения Им. А. Жагрина»",21,21,0,0,0
547,ВЛ 35 кВ КТПН1 Куст 12 - КТПН2 Куст 12,21,21,0,0,0
548,"Монтаж опор, порталов",33,21,12,0,0
1214,17.7,228,21,8,93,106
513,ВЛ 35 кВ Куст 6 - КТПН1 Куст 6,21,21,0,0,0
523,"ВЛ 35 кВ ОБП - КТПН1 ""ОБП""",21,21,0,0,0
1205,14.6,369,21,10,125,213
1206,3.1.7,1206,21,17,4,1164
1209,3.1.3,1897,21,51,63,1762
501,"Сборка опор, порталов",21,21,0,0,0
22,шт.,1943,21,455,552,915
1235,14.7,217,21,9,108,79
1237,3.1.5,1616,21,37,20,1538
1867,Июнь,1166,21,97,40,1008
1202,3.2.6,1233,20,5,37,1171
83,-,1175,20,785,221,149
1210,3.1.2,2268,20,62,71,2115
1224,задание,20,20,0,0,0
1221,ВЛ 35 кВ Куст 1.2  КТПН1 Куст 1.2 - КТПН2 Куст 1.2,20,20,0,0,0
1236,3.2.4,1949,20,19,66,1844
418,1.9,1435,20,188,380,847
1219,"Примечание :  Работы по установке порталов (забивка свай, ростверки , монтаж порталов ) будут выполнятся в апреле месяце , после комплектации и подготовки кустовых площадок ",20,20,0,0,0
1216,.04.2020,20,20,0,0,0
157,2.3.,66,20,7,29,10
1232,3.2.2,2280,20,27,75,2158
1200,"ВЛ 35 кВ КТПН1 Куст 8 - КТПН2 Куст 8, 8ПО - КТПН 8 ПО",20,20,0,0,0
1195,3.2.5,1358,20,18,49,1271
1226,Работы по монтажу заземления начнутся  с 25.03.2020 после комплектации ,20,20,0,0,0
1212,"ВЛ 35 кВ КТПН1 Куст 3 - КТПН2 Куст 3, 3ПО - КТПН 3ПО",20,20,0,0,0
1201,ВЛ 35 кВ Куст 1.2 - КТПН1   ,20,20,0,0,0
1222,ВЛ 35 кВ на ПС 35/6 УС,20,20,0,0,0
1393,факт на 30.03.2020,19,19,0,0,0
1394,остаток на 01.04.2020,19,19,0,0,0
1395, задание,19,19,0,0,0
1392,остаток на 01.03.2020,19,19,0,0,0
1396,факт на 29.02.2020,19,19,0,0,0
1412,остаток на 01.05.2020,18,18,0,0,0
334,1.12,1252,18,187,200,847
1413,факт на 30.04.2020,18,18,0,0,0
2896,Декабрь,1401,18,57,83,1243
92,1.6.,240,18,12,19,191
1578,Остаток,1541,17,226,499,799
389,т,2533,17,663,116,1737
397,1.10,1391,17,177,350,847
2202,факт на 30.05.2020,17,17,0,0,0
2203,остаток на 01.06.2020,17,17,0,0,0
676, ,5342,16,448,436,4442
2775,Ед. изм.,6281,16,1468,405,4392
1911,м.п.,1652,15,133,105,1399
48,ᵒС,15,15,0,0,0
101,"ООО ""Стройфинансгрупп""",15,15,0,0,0
2266,остаток на 01.07.2020,15,15,0,0,0
91,Рубка леса мягких пород диаметром ствола от 16 до 24 см мелкого густого,15,15,0,0,0
35,"Выполнено 
",15,15,0,0,0
2265,факт на 30.06.2020,15,15,0,0,0
443,1.13,1216,15,188,177,836
103,4.1.,37,15,7,15,0
120,3.3.,59,15,5,39,0
1, _____________________________________,87,15,0,72,0
64,4.2.,26,15,3,8,0
293,2.9,1117,15,35,265,802
67,"Гидроизоляция дна и откосов накопителей полотном  ""Нетма-Теплонит"" по ТУ 8397-002-34559380-05 с нахлестом 0,25 м",15,15,0,0,0
132,2.4.,52,14,7,21,10
1134,Апрель,1127,14,45,52,1016
31,3.4.,39,13,7,19,0
1190,Примечание,6434,13,1459,511,4451
2295,факт на 31.07.2020,13,13,0,0,0
739,24.2,670,13,24,95,538
149,ст,1393,13,920,132,328
875,23.1,766,13,32,115,606
665,24.1,718,13,30,109,566
2298,остаток на 01.09.2020,13,13,0,0,0
2303, задание на Сентябрь,13,13,0,0,0
1067,24.3,532,13,15,87,417
1462,кг,233,13,39,44,137
2302,факт на 31.08.2020,13,13,0,0,0
401,"ООО ТК ""Сибирский регион""",13,13,0,0,0
1814,1.17,1046,13,136,107,790
697,28.1,454,12,19,114,309
2772,№,1369,12,901,31,425
2307,Установка птицезащиты ( по поступлению 30.08.2020  и попеременном отключении  1-ой и 2-ой цепи),12,12,0,0,0
2306,Монтаж ВОЛС  ( Куст 3 КТПН 2),12,12,0,0,0
869,26.1,493,12,18,118,345
1546,Монтаж емкости V=63 м3,12,12,0,0,0
86,ЗГД по капитальному строительству,307,12,0,295,0
2304,Монтаж ВОЛС ( установка гасителей вибрации при отключении 1-ой цепи) ,12,12,0,0,0
798,26.2,403,12,12,114,265
2301,Погружение ж/б свай  ( на куст 3ПО),12,12,0,0,0
2300,Монтаж провода  ( Куст 3 КТПН2),12,12,0,0,0
778,27.7,107,12,1,80,14
2296,"ВЛ 35 кВ КТПН1 Куст 3 - КТПН2 Куст 3,                             Одноцеп.ВЛ 35 кВ  3ПО - КТПН 3ПО",12,12,0,0,0
703,28.2,434,12,11,115,296
2308, задание на Август ,12,12,0,0,0
2297,Монтаж заземления (начало монтажа графитовых заземлителей по их поступлению с 15.09.2020),12,12,0,0,0
2299,Погружение ж/б свай ,12,12,0,0,0
964,27.6,181,12,2,89,78
1005,27.4,254,12,5,78,159
2309,остаток на 01.08.2020,12,12,0,0,0
581,27.3,326,12,8,100,206
438,Субподрядная организация,376,12,0,364,0
902,26.3,293,12,7,110,164
834,25.1,697,12,19,116,550
2310,Монтаж провода ( пролёт оп №3-8),12,12,0,0,0
585,27.2,360,12,11,103,234
1061,28.3,410,12,4,98,296
1062,27.5,181,12,2,89,78
824,27.1,390,12,19,114,245
326,2.11,673,12,28,182,451
817,25.5,210,11,6,91,102
2581,Забивка анкера А1,11,11,0,0,0
2701,Заполнение маслоприемной чаши  ,11,11,0,0,0
2667,1.62,123,11,49,2,61
960,25.4,242,11,11,87,133
2750,"Монтаж м/к м/к ригеля Р1, стойка С1, детали крепления.",11,11,0,0,0
2588,"Бурение скважин под сваю глубиной 3,0м.",11,11,0,0,0
1680,Монтаж оборудования,2902,11,943,132,1816
11,От Подрядчика:,232,11,0,221,0
2680,Монтаж предупреждающего знака.,11,11,0,0,0
2882,остаток на 01.10.2020,11,11,0,0,0
2881,факт на 30.09.2020,11,11,0,0,0
2591,1.87,53,11,41,1,0
2590,Колодец К1 Ø325х8. Монтаж ,11,11,0,0,0
2710,Выполнено,1092,11,101,52,928
2634,1.82,47,11,35,1,0
2626,1.75,47,11,35,1,0
2695,Виды работ,3459,11,0,332,3116
2684,1.73,55,11,43,1,0
2574,Заполнение полости свай ЦПС,29,11,18,0,0
2583,Монатаж ограждения маслосборника.,11,11,0,0,0
2698,1.59,129,11,52,3,63
2884, задание на Октябрь,11,11,0,0,0
2582,1.61,132,11,55,3,63
2632,1.83,53,11,41,1,0
153,4.3.,18,11,3,4,0
2753,1.68,116,11,44,2,59
2751,Разработка котлована вручную,11,11,0,0,0
810,25.2,391,11,9,98,273
2675,1.66,120,11,48,2,59
2697,Разработка котлована ,14,11,0,3,0
2569,1.78,44,11,32,1,0
2883,Установка птицезащиты (  попеременном отключении  1-ой и 2-ой цепи),11,11,0,0,0
2596,1.85,45,11,33,1,0
1386, _______________________ Зубайдуллин А.Р. ,11,11,0,0,0
2539,1.84,52,11,40,1,0
2779,Обратная засыпка с послойным тромбованием,11,11,0,0,0
578,2.10,740,11,31,233,465
1380,"Составил: Инженер ПТО ООО ""Стройфинансгрупп"" ______________Козлов С.Л.",11,11,0,0,0
2740,Устройство песчанного основания.,11,11,0,0,0
2647,"Общестроительные работы, Маслосборник,V=63 м3",11,11,0,0,0
583,25.6,203,11,4,86,102
2610,Погружение ж/б  сваи Свая С35.12-1,11,11,0,0,0
1383,Обустройство дороги установка дорожных знаков I типоразмера,11,11,0,0,0
2611,1.77,52,11,40,1,0
2612,Устройство площадки ,11,11,0,0,0
2659,При поставке  необходимых МТР  Балка 30Б2изи  согласованная замена.,11,11,0,0,0
2620,1.81,47,11,35,1,0
1381, _______________ Виерь В.И.,11,11,0,0,0
2651,Примечание ,50,11,39,0,0
345,2.12,645,11,18,166,450
2781,Изготовление  м/к под предупреждающий знак.,11,11,0,0,0
2538,1.74,48,11,36,1,0
2689,1.60,129,11,52,3,63
2782,"Погружение свай Ø219х8мм, 10,0м ",11,11,0,0,0
2615,"Изготовление свай Ø219х8мм, 10,0м",11,11,0,0,0
2606,Инди.,11,11,0,0,0
2693,1.89,47,11,35,1,0
2741,Монтаж оголовников свай,243,11,196,36,0
2552,1.88,53,11,41,1,0
2555,1.86,49,11,37,1,0
2724,"Изготовление м/к ригеля Р1, стойка С1, ограждение, детали крепления.",11,11,0,0,0
1390,"Проверил: Начальник ПТО ООО ""Стройфинансгрупп"" ______________Корякин П.В.",11,11,0,0,0
2556,Монтаж ограждения,1192,11,151,13,1017
2742,1.79,52,11,40,1,0
2604,Заготовка м/к под анкер А1,11,11,0,0,0
382,1.7.,215,11,10,6,188
2553,Кол.-во,11,11,0,0,0
2744,"Монтаж блочно-модульное здание ЗРУ 35кВ в проектное положение, блоков ",11,11,0,0,0
2723,1.80,51,11,39,1,0
2494,Октябрь,1100,11,42,90,957
2605,1.71,110,11,39,1,59
2551,1.64,122,11,48,2,61
2548,1.76,43,11,31,1,0
657,25.3,251,11,10,94,136
127,"«Автомобильная дорога от Т-1 до «Месторождения песка Западно-Зимнее № 3,5».",10,10,0,0,0
34,хнт-19/11029/649/Р/35,10,10,0,0,0
23,хнт-19/11029/651/Р/35,10,10,0,0,0
306,9.1,1943,10,134,355,1444
1882,1.18,997,10,132,84,771
1728,1.14,1145,10,156,147,832
2902,остаток на 01.12.2020,10,10,0,0,0
195,Обратная засыпка траншеи,818,10,14,0,794
73,Подъездная дорога к кусту №2,10,10,0,0,0
290,9.3,1218,10,81,306,821
7,Подъездная дорога к кусту № 8,10,10,0,0,0
2900,факт на 30.11.2020,10,10,0,0,0
2901, задание на Декабрь,10,10,0,0,0
6,"Устройство насыпи из привозного песка (с учетом осадки; Купл.=1,05; Ктр. = 1,01) «Карьер песка  месторождение им. Жагрина» с дальностью транспортировки до 20 км (20 км.-3 кл*)",10,10,0,0,0
126,«Куст скважин № 8»,10,10,0,0,0
1800,1.20,1000,10,132,68,790
8,хнт-19/11029/653/Р/35,10,10,0,0,0
70,«Куст скважин № 3»,10,10,0,0,0
99,"Устройство водопропускных труб гофрированных металлических d = 1,5 м",10,10,0,0,0
94,"Устройство однослойного лежневого настила на продольных лежнях с расходом леса 224,90м3/1000м2 в зоне движения бурового станка",10,10,0,0,0
47,Начальник ПТО,176,10,147,19,0
100,Подъездная дорога к кусту № 5,10,10,0,0,0
46,хнт-19/11029/650/Р/35,10,10,0,0,0
45,«Куст скважин № 4»,10,10,0,0,0
87,Расчистка территории от кустарника и мелколесья,10,10,0,0,0
52,«Куст скважин № 2»,10,10,0,0,0
108,"Устройство обвалования шламового амбара, грунт из дальностью транспортировки до 10 км (км-3 кл*)",10,10,0,0,0
20,Генеральный директор подрядной организации,38,10,0,28,0
18,Начальник участка,2124,10,90,182,1842
111,«Куст скважин № 5»,10,10,0,0,0
17,хнт-19/11029/652/Р/35,10,10,0,0,0
43,Подъездная дорога к кусту № 4,10,10,0,0,0
2352,октябрь,299,10,18,32,239
41,хнт-19/11029/654/Р/35,10,10,0,0,0
1878,1.19,1011,10,132,79,790
410,9.4,1084,10,72,268,734
1772,1.16,1062,10,137,123,792
1850,1.21,976,10,117,59,790
208,Разработка траншеи,904,10,28,9,857
354,9.2,1434,10,97,335,992
61,Подъездная дорога к кусту № 3,10,10,0,0,0
14,"Разработка грунта 1 группы (Купл.=1,05, Ктр.=1,01) экскаватором (емкость ковша 1 м³) с погрузкой на автосамосвалы и транспортировкой из карьера дальностью транспортировки до 10 км (км-3 кл*)",10,10,0,0,0
1771,1.15,1078,10,151,125,792
2573,1.22,975,9,117,59,790
2747,1.24,795,9,110,46,630
2536,1.27,706,9,102,44,551
2350,сентябрь,595,9,22,48,516
605,ИТР,2592,9,552,803,1228
2489,23.2,589,9,22,103,455
2931, задание на Январь,9,9,0,0,0
2743,п.м.,72,9,21,40,2
433,9.6,557,9,13,201,334
2930,остаток на 01.01.2021,9,9,0,0,0
2416,23.3,473,9,16,92,356
2637,1.25,748,9,102,46,591
2934,____________________________В.В.Дохин,9,9,0,0,0
2644,1.23,956,9,106,51,790
2471,24.4,416,9,10,76,321
2666,1.26,680,9,98,44,529
2932,Монтаж провода ,19,9,0,10,0
360,9.5,710,9,65,227,409
2933,факт на 31.12.2020,9,9,0,0,0
179,Линейная часть,95,9,83,3,0
2198,Погружение свай,2574,9,236,272,2057
2663,Прокладка Рукава металлические диаметром 27 мм РЗ-Ц-Х // РЗ-ЦПнг 22,8,8,0,0,0
2957, задание на Февраль,8,8,0,0,0
2480,26.5,183,8,2,90,83
2566,1.140,42,8,34,0,0
2565,Засыпка траншей.,8,8,0,0,0
2778,1.192,22,8,14,0,0
2714,1.159,28,8,20,0,0
2564,1.93,47,8,39,0,0
2958,остаток на 01.02.2021,8,8,0,0,0
2662,Силовое электрооборудование,12,8,4,0,0
2713,Забивка заземлитель вертикальный из круглой стали диаметром: 18 мм l=5,8,8,0,0,0
2664,Монтаж стойки кабельная L=1200 мм,8,8,0,0,0
2777,1.154,26,8,18,0,0
2956,"Низкая температаура, Работы не проводились",8,8,0,0,0
2959,"02.02.21 собрано 70% опоры №1 куст 601 20% 03.02 80% 05.02. №3,4 06.02.21, №5 40% 07.02., №6 09.02.21, №8 0,75% 11.02., 0,25% 12.02., №7 0,1 % 12.02., 90% 13.02, №9 30% 13.02., 70% 14.02, №8/1 ,30% 16.02,№10 30% 16.02, 70% 17.02, №8/2 10% 17.02. 90 % 19.02.",8,8,0,0,0
2776,Шеф  монтажные работы.,8,8,0,0,0
2748,1.132,37,8,29,0,0
2665,1.176,23,8,15,0,0
2603,"Труба стальная по установленным конструкциям, по стенам с креплением скобами, диаметр: до 40 мм",8,8,0,0,0
2774,1.194,23,8,15,0,0
2773,Монтаж лотков перфорированных с крышками 100х65 L=2000мм,8,8,0,0,0
2567,1.69,112,8,43,2,59
2568,1.149,35,8,27,0,0
2749,Пуско-наладочные работы,957,8,890,59,0
1086,План,6529,8,1530,587,4404
2712,"Колодец К1 Ø325х8. Монтаж, крышек.  ",8,8,0,0,0
2780,1.112,43,8,35,0,0
2961,"Оп 1  3шт 27.02, 11 Ш 28.02",8,8,0,0,0
2960,факт на 31.01.2021,8,8,0,0,0
2563,"Бурение скважины под анкер А1 глубиной 1,5 м.",8,8,0,0,0
2654,Ожидаемый факт на  30.09.2020,8,8,0,0,0
145,2.5.,31,8,1,12,10
2730,1.136,36,8,28,0,0
2687,1.111,41,8,33,0,0
2729,Монтаж кабельной продукции РЗА ,8,8,0,0,0
2728,Прокладка Кабель контрольный КВВГнг(А)-LS-ХЛ 4х1.5,8,8,0,0,0
2656,1.90,41,8,33,0,0
2727,1.181,23,8,15,0,0
1141,Факт,6772,8,1532,805,4427
2726,Прокладка Трубка термоусаживаемая ТУТ 60/30,8,8,0,0,0
2966,23.7,74,8,5,61,0
2725,1.167,25,8,17,0,0
2557,"Отбор проб масла из бака трансформатора, из емкости для долива",8,8,0,0,0
2657,"Заготовка Б1, Б2, Б3, Б4",8,8,0,0,0
2722,1.186,22,8,14,0,0
2558,1.152,31,8,23,0,0
2607,"Бурение скважин под сваю Св1 Ø219х8мм, 3,0м",8,8,0,0,0
2559,1.172,22,8,14,0,0
2560,Монтаж лестницы,438,8,47,0,383
2658,1.182,19,8,11,0,0
2720,"Общестроительные работы, Маслоприемник МП-1 ",8,8,0,0,0
2561,1.178,19,8,11,0,0
2719,Устройство заземления автоцистерн УЗА 2МК-06,8,8,0,0,0
2717,Монтаж наголовника М-42,8,8,0,0,0
2661,1.133,36,8,28,0,0
2702,1.150,34,8,26,0,0
2602,"Погружение свай Ø325х8мм, 16500м  (в 2 приема)",8,8,0,0,0
2562,"Монтаж м/к маслоприемника Б1,Б2,Б3, Н1, опора ОП1, опора ОП2.",8,8,0,0,0
2716,1.158,25,8,17,0,0
2570,1.179,21,8,13,0,0
2572,1.96,40,8,32,0,0
2770,1.175,23,8,15,0,0
2686,Монтаж площадки обслуживания,643,8,635,0,0
2766,Монтаж м/к пролетных строений,8,8,0,0,0
197,Заместитель генерального директора,105,8,65,32,0
