,word,total_count,СМГ Зима,СМГ Мессояха,СМГ Н.Порт,Томский интегрированный проект
271134,"Файл должен включать в себя все работы, которые планируются к выполнению в следующем месяце",3939,0,0,0,3939
271121,Работы в графике МСГ должны соответствовать работам из Детального графика.,3939,0,0,0,3939
271094,Сроки производства работ в МСГ должны соответствовать графику выполнения работ (Приложение 2 к Договору),3872,0,0,0,3872
271125,"Столбцы ""Задание за месяц план/факт"" и ""Выполнено с начала строительства план/факт"" должны содержать в себе формулы (согласно образцу), которые подсчитывают суммарное распределение работ за каждый день. Вводить вручную значения не допускается. В образце представлен пример, как считается выполнение, если работа перешла из одного месяца на другой. Пример - Работа 1, выделено желтым)",3872,0,0,0,3872
271322,"Столбцы ""Остаток по выполнению"", ""Общий % выполнения"", ""% выполнения за месяц"" должны содержать в себе формулы согласно образцу. Вводить значения вручную запрещается.",3872,0,0,0,3872
271238,"Необходимо заполнить информацию по всем сотрудникам, которые осуществляют указанные работы, по всей технике, которая используется для выполнения работ. Ту же информацию необходимо предоставить по субподрядным организациям, с указанием наименования организации, если таковые привлекаются к работам в следующем месяце.",3872,0,0,0,3872
271350,Приложение № 9А,3580,0,0,0,3580
2941,2,4630,7,575,505,3543
320,2.2,4247,37,127,550,3533
437,3.1,4121,39,162,553,3367
2003,3,4433,6,568,513,3346
4528,1.1.1,3717,0,288,110,3319
271341,Наименование объектов капстроительства должно совпадать с наименованием в РД.,3260,0,0,0,3260
29277,ПНР,4143,0,742,198,3203
160,м,5065,56,1247,607,3155
329,3.2,3848,39,131,524,3154
1225,3.1.1,3310,21,75,78,3136
76,Задание на месяц,5315,61,1506,630,3118
271363,Кол-во всего по проекту ,3118,0,0,0,3118
271176,Ожид,3117,0,0,0,3117
271370,общий % выполнения,3117,0,0,0,3117
271161,% выполнения за месяц,3117,0,0,0,3117
2695,Виды работ,3459,11,0,332,3116
271197,Наименование субподрядной организации,3116,0,0,0,3116
271227,Всего часов,3116,0,0,0,3116
1439,Единица измерения,3192,1,73,2,3116
271158,"Простой, часов",3116,0,0,0,3116
271188,ФИО водителя (механизатора),3116,0,0,0,3116
271168,Часов,3116,0,0,0,3116
193547,Работа,3742,0,612,14,3116
271380,Вид ремонта/потребность в запчастях ,3116,0,0,0,3116
67296,Гос №,3121,0,5,0,3116
4492,1.2.1,3349,0,253,75,3021
496,4.1,3726,34,192,495,3005
271235,Сварочные материалы и другие МТР,2971,0,0,0,2971
271114,"Производство
работ",2856,0,0,0,2856
424,2.3,3440,37,109,513,2781
311,1.3,3750,30,311,634,2775
6007,4.1.1,2917,0,70,82,2765
1107,Машинист экскаватора,2916,2,31,119,2764
4084,1,3896,3,573,564,2756
6391,2.1.1,2903,0,76,84,2743
271267,Субподрядные организации (люди),2688,0,0,0,2688
494,4.2,3313,32,132,477,2672
43258,2.2.1,2764,0,42,81,2641
1099,Бульдозер,4371,2,1353,375,2641
1108,Машинист бульдозера,2719,2,20,64,2633
4782,1.2.2,2891,0,177,81,2633
4714,1.1.2,2936,0,203,104,2629
2812,4,3501,6,569,444,2482
257945,Техника,2484,0,1,14,2469
4728,1.2.3,2619,0,123,62,2434
112,га,2519,37,6,44,2432
429,3.3,3069,34,100,513,2422
4979,Монтаж опор,3369,0,809,144,2416
299,1.4,3317,30,303,588,2396
502,4.3,2963,30,107,470,2356
2771,6,3266,6,516,389,2355
1227,3.2.1,2477,21,46,76,2334
8011,5.1.1,2446,0,67,49,2330
4027,5,3278,2,527,430,2319
393,2.4,2913,39,101,468,2305
5618,4.2.1,2400,0,41,63,2296
6195,4.1.2,2432,0,60,82,2290
398,5.1,2937,34,159,463,2281
56970,2.2.2,2356,0,29,67,2260
1143,Экскаватор,3853,3,1257,353,2240
414,6.1,2828,28,147,425,2228
282279,% выполнения факт,2161,0,0,0,2161
1094,Геодезист,3427,2,1075,191,2159
1232,3.2.2,2280,20,27,75,2158
283666,Начато работ,2153,0,0,0,2153
283668,Процент выполнения МСГ,2153,0,0,0,2153
283667,Всего работ,2153,0,0,0,2153
467,км,2523,4,127,247,2145
1128,Стропальщик,3463,2,1219,102,2140
1137,Электросварщик,2185,2,58,4,2121
4793,1.1.3,2367,0,146,100,2121
1210,3.1.2,2268,20,62,71,2115
8269,6.1.1,2202,0,62,30,2110
64382,Прораб,2189,0,2,79,2108
4432,1.3.1,2391,0,224,75,2092
283805,% выполнения план,2090,0,0,0,2090
5929,2.1.2,2218,0,61,81,2076
2198,Погружение свай,2574,9,236,272,2057
5868,4.3.1,2132,0,26,59,2047
9687,Инженерная подготовка,2326,0,294,16,2016
271262,"Подрядчик: ООО ""СибПромСтрой""",1992,0,0,0,1992
4443,1.3.2,2192,0,144,67,1981
2178,10,2792,1,462,364,1965
4469,1.2.4,2076,0,88,50,1938
43288,2.3.1,2033,0,25,80,1928
56175,2.2.3,1998,0,25,67,1906
4621,1.4.1,2197,0,208,101,1888
5560,2.1.3,1999,0,51,61,1887
1208,3.2.3,1996,21,21,76,1878
4937,Электромонтажные работы,1951,0,36,49,1866
384,2.5,2398,39,92,404,1863
5586,11,2648,0,441,345,1862
1138,Монтажник,2904,2,891,151,1860
409,3.4,2435,33,86,459,1857
6446,4.2.2,1949,0,30,63,1856
1236,3.2.4,1949,20,19,66,1844
18,Начальник участка,2124,10,90,182,1842
2420,Автоматизация,2053,1,222,0,1830
4294,1.1.4,2018,0,107,81,1830
4182,Изготовление свай,2130,0,128,173,1829
4900,Электромонтажник,3077,0,1040,209,1828
1680,Монтаж оборудования,2902,11,943,132,1816
537,4.4,2351,28,96,413,1814
271172,ПОДПИСИ СТОРОН:,1811,0,0,0,1811
367,1.5,2639,26,286,522,1805
284380,Из них на 90 и более %,1803,0,0,0,1803
43045,Сети связи,1878,0,75,6,1797
90,Заказчик:,2369,61,0,518,1790
1273,Подрядчик:,1854,3,0,61,1790
122201,Мастер СМР,1856,0,15,67,1774
2817,12,2456,4,389,297,1766
7863,7.1.1,1856,0,59,34,1763
1209,3.1.3,1897,21,51,63,1762
169,Подготовительные работы,2022,36,103,122,1761
7916,5.1.2,1844,0,55,51,1738
389,т,2533,17,663,116,1737
8880,АКЗ,1845,0,103,5,1737
344,2.6,2163,38,49,344,1732
1167,Автокран,3218,3,1304,189,1722
324,7.1,2257,29,137,374,1717
5821,4.4.1,1799,0,21,75,1703
7910,8.1.1,1789,0,58,31,1700
283907,Начальник СМУ________________,1698,0,0,0,1698
283893,МТО___________________________,1698,0,0,0,1698
283905,Строительство__________________,1698,0,0,0,1698
283936,МТО__________________________,1698,0,0,0,1698
283918,Инжиниринг____________________,1698,0,0,0,1698
4512,1.3.3,1858,0,105,57,1696
4383,14,2285,0,362,228,1695
56460,3.3.1,1772,0,23,57,1692
43269,2.3.2,1782,0,21,80,1681
4544,1.4.2,1916,0,142,96,1678
439,2.7,2061,36,37,317,1671
121451,КИПиА,1669,0,1,7,1661
564,Электромонтер,1721,4,45,20,1652
271261,"Руководитель проекта ""Газ""",1634,0,0,0,1634
5601,4.3.2,1694,0,22,69,1603
272500,Монтаж блока управления,1599,0,0,0,1599
4264,1.2.5,1685,0,60,32,1593
505,4.5,2087,28,84,383,1592
286910,% выполнения текущий,1589,0,0,0,1589
5960,4.2.3,1671,0,23,59,1589
286924,Ожид/ Факт,1589,0,0,0,1589
286921,% выполнения месячный,1589,0,0,0,1589
255266,Факт на начало месяца,1590,0,1,0,1589
286926,Задание на текущую дату,1589,0,0,0,1589
64354,План на месяц,1728,0,9,130,1589
232730,Текущая дата,1593,0,7,0,1586
286935,Общий % выполнения,1585,0,0,0,1585
286933,Производство работ,1585,0,0,0,1585
4783,Всего по договору,1645,0,32,28,1585
8131,9.1.1,1661,0,62,17,1582
6076,4.1.3,1687,0,32,78,1577
1105,Разнорабочий,2691,2,1038,80,1571
4340,15,2168,0,349,251,1568
1213,3.1.4,1667,21,41,44,1561
317,5.2,2129,32,117,419,1561
391,6.2,2099,28,109,403,1559
530,3.5,2066,33,82,404,1547
5779,13,2208,0,379,288,1541
454,8.1,2073,28,135,371,1539
1237,3.1.5,1616,21,37,20,1538
1193,Газорезчик,1986,2,356,97,1531
271292,Инженер ОТ,1530,0,0,2,1528
56448,3.3.2,1598,0,20,59,1519
4588,1.1.5,1646,0,77,54,1515
271379,Прокладка силовых кабелей,1504,0,0,0,1504
57135,2.2.4,1571,0,23,53,1495
4613,1.5.1,1769,0,207,71,1491
5740,4.1.4,1551,0,26,44,1481
366,3.6,1920,35,39,366,1480
242746,Испытание трубопровода,1511,0,3,28,1480
412,1.6,2162,26,216,445,1475
5602,4.4.2,1556,0,15,71,1470
4311,1.2.6,1550,0,48,33,1469
1194,Валка леса,1459,2,0,0,1457
5770,4.3.3,1524,0,17,51,1456
62865,Машинист автокрана,1493,0,9,33,1451
306,9.1,1943,10,134,355,1444
4211,1.3.4,1551,0,80,35,1436
5120,Бурение скважин,2314,0,855,33,1426
8057,7.1.2,1511,0,52,36,1423
271346,Блок дозирования метанола,1421,0,0,0,1421
286928,Вид ремонта/потребность в запчастях,1415,0,0,0,1415
60,Март,1567,34,43,83,1407
5786,Монтажные работы,1439,0,20,13,1406
116665,Сети технологические,1449,0,43,0,1406
1911,м.п.,1652,15,133,105,1399
60840,Эстакада,1399,0,2,0,1397
154176,Сети электрические,1422,0,32,0,1390
69196,Уплотнение грунта,2176,0,772,22,1382
57604,Повар,1473,0,69,27,1377
315,6.3,1826,27,90,333,1376
46868,Благоустройство,1618,0,142,105,1371
5981,2.1.4,1456,0,40,51,1365
7967,9.1.2,1430,0,49,17,1364
43273,2.4.1,1459,0,22,73,1364
4190,1.5.2,1559,0,156,56,1347
271271,к договору  №   ВСТ-15/07100/447/Р от 08.12.15 г.,1340,0,0,0,1340
58,Январь,1482,38,53,57,1334
514,10.1,1817,26,135,322,1334
1717,Кабельная эстакада,1398,3,23,42,1330
271270,Производственно-дождевая канализация К3,1322,0,0,0,1322
4507,1.1.6,1434,0,64,48,1322
5629,4.2.4,1380,0,15,51,1314
6428,4.3.4,1374,0,12,49,1313
5664,Строительные работы,1332,0,18,2,1312
508,11.1,1749,28,118,292,1311
277714,4.1.1.1,1310,0,0,0,1310
4429,1.4.3,1491,0,98,86,1307
7859,7.1.3,1367,0,40,21,1306
284570,ПНР общестанционный,1296,0,0,0,1296
284865,за неделю,1296,0,0,0,1296
2080,Теплоизоляция,1365,1,49,20,1295
521,12.1,1653,28,72,267,1286
56426,4.5.1,1361,0,13,62,1286
1218,3.1.6,1341,21,29,7,1284
69923,Монтаж лестниц,1941,0,650,12,1279
8053,8.1.2,1354,0,43,32,1279
57048,3.4.1,1323,0,15,33,1275
1195,3.2.5,1358,20,18,49,1271
275978,ПНР пожарной сигнализации,1277,0,0,6,1271
113,Февраль,1415,39,42,65,1269
5339,1.2.7,1310,0,35,25,1250
7849,6.1.2,1322,0,48,30,1244
2896,Декабрь,1401,18,57,83,1243
579,14.1,1580,27,73,238,1242
747,13.1,1638,27,82,296,1233
420,8.2,1706,27,91,357,1231
605,ИТР,2592,9,552,803,1228
275731,"Теплоизоляция, м",1222,0,0,0,1222
276315,Блочное оборудование,1222,0,0,0,1222
4558,1.5.3,1389,0,113,55,1221
57727,Механик,1386,0,80,85,1221
124980,Инженер ПТО,1262,0,5,38,1219
272712,Автослесарь,1219,0,0,2,1217
4911,Изолировщик,2418,0,1136,66,1216
122684,Кладовщик,1268,0,6,47,1215
56827,3.5.1,1262,0,15,37,1210
4045,Механизаторы,1824,3,43,579,1199
1075,Стропальщики,1580,3,116,270,1191
60296,Ограждение,1336,0,63,83,1190
8182,5.2.1,1265,0,39,42,1184
2333,тн,2942,5,1322,436,1179
56359,3.4.2,1226,0,14,33,1179
5396,1.2.8,1227,0,31,24,1172
1202,3.2.6,1233,20,5,37,1171
8154,10.1.1,1248,0,63,17,1168
5435,1.1.7,1261,0,48,47,1166
1206,3.1.7,1206,21,17,4,1164
276469,"Устройство выравнивающего слоя из песка H=0,3 м",1164,0,0,0,1164
4019,Монтажники,1409,4,103,142,1160
2305,Сентябрь,1346,29,58,101,1158
167,Монтаж провода,1235,22,31,24,1158
421,7.2,1661,29,101,373,1158
167242,Монтаж колодцев,1243,0,11,75,1157
278089,Блок компрессорной установки основной,1156,0,0,0,1156
2273,Август,1401,23,55,168,1155
56523,4.5.2,1209,0,12,44,1153
271256,Наименование этапа строительства,1149,0,0,0,1149
5852,1.2.9,1198,0,20,29,1149
1021,15.1,1467,26,74,222,1145
5635,4.2.5,1220,0,15,62,1143
144179,Узлы запорной арматуры,1129,0,2,0,1127
56358,4.5.3,1178,0,10,44,1124
2204,Июль,1304,23,88,76,1117
4642,1.6.1,1376,0,191,69,1116
1095,Водитель,1350,2,116,118,1114
8284,6.1.3,1170,0,34,25,1111
272578,Машинист трелевочника,1107,0,0,0,1107
2118,Расчистка трассы,1115,1,0,9,1105
272721,Вальщик леса,1103,0,0,0,1103
271296,Прокладка кабельных линий,1096,0,0,0,1096
271219,Договор ВСТ-15/07100/447/Р от 08.12.15 г.,1094,0,0,0,1094
271277,Расключение кабельных линий,1092,0,0,0,1092
271328,Монтаж лестниц с ограждением,1092,0,0,0,1092
4393,1.3.5,1189,0,63,35,1091
722,14.2,1367,27,38,216,1086
271367,Окраска металлических поверхностей  эмалью КО-198,1081,0,0,0,1081
69679,Сети канализации,1094,0,18,0,1076
4993,Монтаж трубопровода,1269,0,166,32,1071
271471,Трелевка леса,1070,0,0,0,1070
6947,Разработка грунта,2099,0,970,60,1069
440,5.3,1588,30,91,399,1068
7972,10.1.2,1140,0,55,17,1068
6363,1.2.11,1092,0,13,13,1066
5719,1.2.10,1120,0,20,34,1066
56366,7.1.4,1110,0,30,20,1060
67226,ремонт,1076,0,4,13,1059
8079,8.1.3,1108,0,33,17,1058
8169,5.1.3,1146,0,40,51,1055
186231,Сварочный пост,1138,0,1,82,1055
43254,2.4.2,1142,0,20,70,1052
4275,1.5.4,1179,0,75,54,1050
56244,3.6.1,1081,0,14,22,1045
550,4.6,1461,28,39,352,1042
6452,1.2.12,1051,0,6,5,1040
327,1.7,1669,26,197,409,1037
2031,Монтаж балок,1182,1,57,88,1036
122579,водитель,1049,0,15,0,1034
271495,Забивка свай,1035,0,0,2,1033
204531,1.2.1.1,1031,0,1,0,1030
4600,1.6.3,1160,0,89,43,1028
307,3.7,1416,32,27,329,1028
60201,Плотники,1060,0,1,33,1026
57007,3.5.2,1072,0,13,33,1026
4540,1.6.2,1212,0,138,49,1025
56792,2.5.1,1101,0,12,67,1022
2496,Ноябрь,1149,6,35,87,1021
2556,Монтаж ограждения,1192,11,151,13,1017
1134,Апрель,1127,14,45,52,1016
1867,Июнь,1166,21,97,40,1008
286916,Монтажник КИПиА,1006,0,0,0,1006
43212,Технологическая обвязка,1028,0,5,18,1005
2151,Монтаж стоек,1888,1,809,73,1005
5428,1.5.6,1072,0,35,35,1002
4250,1.5.5,1097,0,51,44,1002
1022,13.2,1330,27,48,256,999
60403,Блок управления,999,0,2,0,997
8374,Монтаж кабельных лотков,1884,0,853,35,996
354,9.2,1434,10,97,335,992
426,2.8,1344,27,34,298,985
381,1.8,1593,21,186,401,985
6260,16,1585,0,343,259,983
271111,Устройство контура заземления,980,0,0,0,980
6216,4.1.5,1034,0,18,41,975
63668,Монтаж ворот,1086,0,57,56,973
271155,Установка столбиков сигнальных,967,0,0,0,967
271278,Монтаж балок из двутавра,965,0,0,0,965
56307,3.4.3,1009,0,13,32,964
4720,1.4.4,1097,0,72,62,963
43286,2.3.3,1044,0,19,62,963
278518,Склад-навес хранения масла,962,0,0,0,962
224802,Расключение кабелей,991,0,7,25,959
654,16.1,1287,26,68,236,957
2494,Октябрь,1100,11,42,90,957
57867,Топливозаправщик,1132,0,29,148,955
272587,                                                                                                                Козлов Д.П.,951,0,0,0,951
271232,Окраска металлических поверхностей эмалью КО-198,951,0,0,0,951
1379,Май,1109,27,98,34,950
8124,6.2.1,1002,0,28,30,944
56940,3.5.3,989,0,12,33,944
5881,Установка дорожных знаков на металлических стойках,944,0,1,0,943
59874,Монтаж трубопроводов,2216,0,1164,112,940
1654,Монтаж кабельных полок,1795,2,857,0,936
271811,1.2.2.1,934,0,0,1,933
56596,4.6.1,995,0,10,52,933
8107,8.2.1,985,0,22,32,931
5002,Монтаж грозотроса,974,0,43,0,931
554,11.2,1340,28,91,292,929
2710,Выполнено,1092,11,101,52,928
2952,компл,1048,5,46,70,927
297,7.3,1391,28,86,350,927
271375,Объединенная эстакада,925,0,0,0,925
49010,СМР,1030,0,73,32,925
6879,1.1.1.1,920,0,2,0,918
11312,Устройство насыпи,996,0,16,62,918
5405,1.5.7,974,0,22,35,917
22,шт.,1943,21,455,552,915
284121,Пожарные щиты,912,0,0,0,912
4629,1.6.4,1010,0,58,41,911
5419,1.5.8,966,0,20,35,911
30956,Проезды и площадки,973,0,63,0,910
525,12.2,1228,28,42,248,910
539,10.2,1328,26,92,302,908
980,Испытания трубопровода,924,5,9,6,904
4795,1.3.6,972,0,41,30,901
42324,7.2.1,952,0,34,18,900
1159,компл.,1070,3,104,65,898
69415,Старший прораб,900,0,3,0,897
56441,4.6.2,954,0,10,50,894
56800,2.6.1,926,0,11,24,891
7704,Технологическая эстакада,897,0,3,5,889
271308,Монтаж металлических балок из швеллера,889,0,0,0,889
8133,8.1.4,916,0,17,17,882
271920,1.3.1.1,880,0,0,0,880
274239,Горизонтальные заземлители,877,0,0,0,877
274222,Площадки,877,0,0,0,877
282684,5.1.1.1,873,0,0,0,873
6291,Монтаж траверс,1665,0,728,67,870
6101,1.2.13,879,0,6,4,869
5854,1.2.14,879,0,6,4,869
285013,Комплексное опробование ПС АСПО и ПТ,867,0,0,0,867
4633,1.3.7,924,0,31,27,866
8184,11.1.1,924,0,58,5,861
271381,Монтаж защитного укрытия из уголка,859,0,0,0,859
208,Разработка траншеи,904,10,28,9,857
5933,2.1.5,910,0,36,17,857
271173,"Главный инженер ООО ""СибПромСтрой""",855,0,0,0,855
284788,Устройство дорожных покрытий из сборных железобетонных плит ПДН,855,0,0,0,855
120949,Копровщик,886,0,31,2,853
57096,2.7.1,885,0,10,24,851
4254,1.6.5,933,0,43,40,850
272607,Трелевочник,867,0,0,19,848
157595,3.7.1,872,0,4,20,848
376,1.11,1323,21,170,285,847
334,1.12,1252,18,187,200,847
418,1.9,1435,20,188,380,847
397,1.10,1391,17,177,350,847
275781,Эстакады,846,0,0,0,846
275864,ФО - план,850,0,0,4,846
276202,Укладка кабеля,846,0,0,0,846
276206,Ограждения,846,0,0,0,846
275772,Основания и фундаменты,846,0,0,0,846
276121,План суточный,846,0,0,0,846
276264,Факт суточный,846,0,0,0,846
63764,План накопительный,872,0,2,24,846
9789,Вид работ,1037,0,96,95,846
276286,Позиция генплана,846,0,0,0,846
276364,Монтаж трубопроводов <100мм,846,0,0,0,846
276090,Монтаж трубопроводов >100мм,846,0,0,0,846
276168,Изоляционные работы,846,0,0,0,846
32937,Идентификатор работы,1666,0,275,545,846
37241,Spreadsheet Field,1012,0,75,91,846
275713,Вид СМР,846,0,0,0,846
64269,Факт накопительный,872,0,2,24,846
41103,Название работы,1181,0,267,68,846
275957,Лестницы,846,0,0,0,846
275938,ФО - факт,850,0,0,4,846
275880,Монтаж металлоконстукций,846,0,0,0,846
275999,Основания и ростверки,846,0,0,0,846
271982,Изготовление колодцев,844,0,0,0,844
284,6.4,1237,29,74,290,844
57139,7.1.5,886,0,27,17,842
4401,Погружение свай ,913,0,64,8,841
56345,3.4.4,868,0,12,19,837
6445,Монтаж металлоконструкций,2225,0,1187,201,837
443,1.13,1216,15,188,177,836
56194,3.6.2,868,0,12,22,834
147602,Трубопроводы,875,0,28,14,833
1728,1.14,1145,10,156,147,832
5531,17,1355,0,312,211,832
8267,13.1.1,885,0,55,1,829
6848,Самосвал,2198,0,1149,227,822
290,9.3,1218,10,81,306,821
1625,Монтаж кабельных стоек,1674,2,851,0,821
278495,ВЛ-6кВ,819,0,0,0,819
556,Монтаж заземления,1122,22,195,88,817
277691,4.1.1.2,816,0,0,0,816
910,15.2,1088,26,47,200,815
56501,2.5.2,889,0,11,66,812
272097,1.3.2.1,812,0,0,1,811
558,18.1,1064,27,61,166,810
271230,Засыпка траншей,809,0,0,2,807
325,8.3,1229,27,73,323,806
293,2.9,1117,15,35,265,802
2321,м.п,879,4,27,48,800
504,10.3,1173,26,72,275,800
7956,14.1.1,868,0,49,19,800
4350,1.3.8,840,0,23,18,799
1578,Остаток,1541,17,226,499,799
195,Обратная засыпка траншеи,818,10,14,0,794
163819,Индикатор,800,0,6,0,794
1973,комплекс,840,1,20,25,794
283142,Вид работы,794,0,0,0,794
283098,% выполнения от общего количества,794,0,0,0,794
283115,∆,794,0,0,0,794
1088,Всего,2680,3,1472,411,794
1771,1.15,1078,10,151,125,792
1772,1.16,1062,10,137,123,792
1878,1.19,1011,10,132,79,790
282666,Подающий Т1 и обратный Т2 трубопроводы тепловой сети,790,0,0,0,790
2573,1.22,975,9,117,59,790
1800,1.20,1000,10,132,68,790
1814,1.17,1046,13,136,107,790
63066,Водитель автосамосвала,795,0,5,0,790
1850,1.21,976,10,117,59,790
2644,1.23,956,9,106,51,790
790,17.1,1069,27,69,186,787
6431,4.4.3,871,0,14,71,786
4548,1.6.6,843,0,26,32,785
5468,1.4.5,884,0,44,55,785
271086,Изготовление опор,797,0,0,13,784
271336,Сварочный агрегат двухпостовой,783,0,0,0,783
286710,"Исправлено от 01.02.17, заполнять только на 01 ое!",782,0,0,0,782
5448,1.6.7,827,0,17,30,780
5443,1.6.8,818,0,12,26,780
272601,Инженер по ОТ и ПБ ООС,779,0,0,0,779
635,19.1,1031,26,62,165,778
283669,Из них на 80 и более %,778,0,0,0,778
278510,Площадки обслуживания ПМ1...ПМ4,777,0,0,0,777
8217,6.1.4,821,0,20,25,776
278372,4.1.2.1,774,0,0,0,774
1882,1.18,997,10,132,84,771
1220,3.2.7,830,21,4,34,771
4167,0,919,0,58,91,770
5557,4.4.4,835,0,11,55,769
7039,1.3.9,791,0,12,12,767
56198,3.6.3,797,0,10,22,765
8061,6.3.1,806,0,18,29,759
63274,"Погружение свай, шт",770,0,2,9,759
276061,Общий итог,759,0,0,0,759
271124,Освещение,759,0,0,0,759
69758,"Монтаж стоек, шт",795,0,33,3,759
275591,Названия строк,762,0,0,3,759
271304,Монтаж кровли из профлиста,758,0,0,0,758
56428,3.3.3,829,0,17,54,758
5338,1.1.8,830,0,34,39,757
246280,Не выполнено,761,0,7,0,754
6984,1.1.10,810,0,20,36,754
1064,Электросварщики,1363,3,49,557,754
6510,1.1.9,815,0,25,36,754
6297,2.1.6,804,0,33,18,753
516,Монтаж ростверков,962,21,79,110,752
6250,Рекультивация,751,0,1,0,750
42277,5.1.4,822,0,30,46,746
56907,3.5.4,775,0,11,19,745
282706,Надземная прокладка трубопроводов,740,0,0,0,740
282777,Прокладка и расключение кабельных линий,737,0,0,0,737
8090,10.2.1,770,0,31,2,737
271140,                                                                                                                Куклин В.С.,737,0,0,0,737
272724,Договор ВСТ-15/07100/27/Р от 23.01.15 ,736,0,0,0,736
56897,2.4.3,819,0,15,68,736
272705,"Подрядчик: ЗАО ""АМК-ВИГАС""",736,0,0,0,736
410,9.4,1084,10,72,268,734
832,20.1,949,26,52,138,733
