,word,total_count,СМГ Зима,СМГ Мессояха,СМГ Н.Порт,Томский интегрированный проект
169506,файлдолженвключатьвсебявсеработыкоторыепланируютсяквыполнениювследующеммесяце,3939.0,0.0,0.0,0.0,3939.0
169515,плановыеединицыизмеренияпоработедолжнысовпадатьсединицамиизмеренияизрдраспределениеподнямработыдолжноизмерятьсявтехжеединицах,3939.0,0.0,0.0,0.0,3939.0
169458,"встолбце""количествовсегопопроекту""должнабытьпредставленаинформациясогласнорд",3939.0,0.0,0.0,0.0,3939.0
169472,"столбцы""остатокповыполнению""""общий%выполнения""""%выполнениязамесяц""должнысодержатьвсебеформулысогласнообразцувводитьзначениявручнуюзапрещается",3872.0,0.0,0.0,0.0,3872.0
169455,срокипроизводстваработвмсгдолжнысоответствоватьграфикувыполненияработ(приложение2кдоговору),3872.0,0.0,0.0,0.0,3872.0
169395,необходимозаполнитьинформациюповсемсотрудникамкоторыеосуществляютуказанныеработыповсейтехникекотораяиспользуетсядлявыполненияработтужеинформациюнеобходимопредоставитьпосубподрядныморганизациямсуказаниемнаименованияорганизацииеслитаковыепривлекаютсякработамвследующеммесяце,3872.0,0.0,0.0,0.0,3872.0
169585,"столбцы""заданиезамесяцплан/факт""и""выполненосначаластроительстваплан/факт""должнысодержатьвсебеформулы(согласнообразцу)которыеподсчитываютсуммарноераспределениеработзакаждыйденьвводитьвручнуюзначениянедопускаетсявобразцепредставленпримеркаксчитаетсявыполнениееслиработаперешлаизодногомесяцанадругойпример-работа1выделеножелтым)",3872.0,0.0,0.0,0.0,3872.0
169488,приложение№9а,3580.0,0.0,0.0,0.0,3580.0
118,м,5374.0,56.0,1369.0,653.0,3296.0
169445,наименованиеобъектовкапстроительствадолжносовпадатьснаименованиемврд,3260.0,0.0,0.0,0.0,3260.0
20167,пнр,4163.0,0.0,747.0,213.0,3203.0
49,заданиенамесяц,5320.0,61.0,1506.0,635.0,3118.0
169396,кол-вовсегопопроекту,3118.0,0.0,0.0,0.0,3118.0
169521,%выполнениязамесяц,3117.0,0.0,0.0,0.0,3117.0
169371,ожид,3117.0,0.0,0.0,0.0,3117.0
116198,работа,3742.0,0.0,612.0,14.0,3116.0
169399,часов,3116.0,0.0,0.0,0.0,3116.0
169452,простойчасов,3116.0,0.0,0.0,0.0,3116.0
2070,видыработ,3462.0,11.0,3.0,332.0,3116.0
1030,единицаизмерения,3192.0,1.0,73.0,2.0,3116.0
169456,всегочасов,3116.0,0.0,0.0,0.0,3116.0
169415,наименованиесубподряднойорганизации,3116.0,0.0,0.0,0.0,3116.0
169608,фиоводителя(механизатора),3116.0,0.0,0.0,0.0,3116.0
39841,гос№,3121.0,0.0,5.0,0.0,3116.0
169589,сварочныематериалыидругиемтр,2971.0,0.0,0.0,0.0,2971.0
3450,монтажопор,3794.0,0.0,814.0,148.0,2832.0
807,машинистэкскаватора,2938.0,2.0,31.0,122.0,2783.0
169590,субподрядныеорганизации(люди),2688.0,0.0,0.0,0.0,2688.0
789,бульдозер,4396.0,3.0,1356.0,396.0,2641.0
797,машинистбульдозера,2742.0,2.0,21.0,80.0,2639.0
146325,техника,2569.0,0.0,6.0,83.0,2480.0
791,экскаватор,4165.0,3.0,1316.0,398.0,2448.0
40,га,2532.0,41.0,15.0,44.0,2432.0
125,подготовительныеработы,2490.0,36.0,105.0,129.0,2220.0
780,газорезчик,2665.0,2.0,359.0,134.0,2170.0
177656,%выполненияфакт,2161.0,0.0,0.0,0.0,2161.0
749,геодезист,3432.0,2.0,1080.0,191.0,2159.0
178640,всегоработ,2153.0,0.0,0.0,0.0,2153.0
178639,процентвыполнениямсг,2153.0,0.0,0.0,0.0,2153.0
178638,начаторабот,2153.0,0.0,0.0,0.0,2153.0
348,км,2633.0,4.0,183.0,301.0,2145.0
818,стропальщик,3518.0,2.0,1219.0,154.0,2143.0
741,электросварщик,2205.0,2.0,66.0,16.0,2121.0
1247,монтажоборудования,3210.0,11.0,951.0,132.0,2116.0
37702,прораб,2190.0,0.0,2.0,79.0,2109.0
1447,мп,3274.0,16.0,1013.0,151.0,2094.0
178770,%выполненияплан,2090.0,0.0,0.0,0.0,2090.0
1559,погружениесвай,2631.0,9.0,264.0,282.0,2076.0
7154,инженернаяподготовка,2340.0,0.0,308.0,16.0,2016.0
169572,"подрядчик:ооо""сибпромстрой""",1992.0,0.0,0.0,0.0,1992.0
3207,изготовлениесвай,2306.0,0.0,132.0,195.0,1979.0
784,монтажник,2995.0,2.0,896.0,215.0,1882.0
3397,электромонтажныеработы,1961.0,0.0,45.0,50.0,1866.0
3442,электромонтажник,3097.0,0.0,1043.0,210.0,1844.0
57,начальникучастка,2148.0,10.0,108.0,187.0,1843.0
315,т,2682.0,17.0,705.0,119.0,1841.0
1832,автоматизация,2083.0,1.0,225.0,27.0,1830.0
772,водитель,2090.0,2.0,150.0,123.0,1815.0
746,автокран,3323.0,3.0,1306.0,201.0,1813.0
169540,подписисторон:,1811.0,0.0,0.0,0.0,1811.0
179150,изнихна90иболее%,1803.0,0.0,0.0,0.0,1803.0
22484,сетисвязи,1913.0,0.0,110.0,6.0,1797.0
178873,строительство,1790.0,0.0,0.0,0.0,1790.0
74389,мто,1795.0,0.0,5.0,0.0,1790.0
178866,начальниксму,1790.0,0.0,0.0,0.0,1790.0
864,подрядчик:,1871.0,4.0,2.0,75.0,1790.0
25680,инжиниринг,1805.0,0.0,15.0,0.0,1790.0
20,заказчик:,2370.0,61.0,1.0,518.0,1790.0
23567,инженерпто,1864.0,0.0,39.0,45.0,1780.0
144233,испытаниетрубопровода,1813.0,0.0,4.0,29.0,1780.0
69217,мастерсмр,1856.0,0.0,15.0,67.0,1774.0
6028,акз,1869.0,0.0,109.0,23.0,1737.0
1752,август,1996.0,24.0,77.0,202.0,1693.0
1780,сентябрь,1928.0,34.0,80.0,125.0,1689.0
41959,монтажлестниц,2339.0,0.0,650.0,12.0,1677.0
42005,кипиа,1685.0,0.0,17.0,7.0,1661.0
413,электромонтер,1723.0,4.0,46.0,20.0,1653.0
169622,"руководительпроекта""газ""",1634.0,0.0,0.0,0.0,1634.0
84,февраль,1812.0,40.0,66.0,102.0,1604.0
170382,монтажблокауправления,1599.0,0.0,0.0,0.0,1599.0
180237,заданиенатекущуюдату,1589.0,0.0,0.0,0.0,1589.0
155068,фактнаначаломесяца,1590.0,0.0,1.0,0.0,1589.0
180226,%выполнениятекущий,1589.0,0.0,0.0,0.0,1589.0
180227,ожид/факт,1589.0,0.0,0.0,0.0,1589.0
180235,%выполнениямесячный,1589.0,0.0,0.0,0.0,1589.0
4895,планнамесяц,1730.0,0.0,11.0,130.0,1589.0
2950,всегоподоговору,1647.0,0.0,32.0,28.0,1587.0
133921,текущаядата,2089.0,0.0,498.0,5.0,1586.0
768,разнорабочий,2692.0,2.0,1038.0,80.0,1572.0
1406,июнь,1824.0,22.0,118.0,115.0,1569.0
742,компл,1802.0,8.0,112.0,118.0,1564.0
169549,инженерот,1530.0,0.0,0.0,2.0,1528.0
169569,прокладкасиловыхкабелей,1504.0,0.0,0.0,0.0,1504.0
1,март,1734.0,34.0,67.0,151.0,1482.0
779,валкалеса,1459.0,2.0,0.0,0.0,1457.0
36764,машиниставтокрана,1494.0,0.0,9.0,33.0,1452.0
3552,бурениескважин,2342.0,0.0,870.0,46.0,1426.0
169610,блокдозированияметанола,1421.0,0.0,0.0,0.0,1421.0
41721,сетиэлектрические,1460.0,0.0,40.0,4.0,1416.0
743,апрель,1676.0,14.0,134.0,114.0,1414.0
1678,июль,1685.0,28.0,115.0,131.0,1411.0
4261,монтажныеработы,1455.0,0.0,20.0,29.0,1406.0
65578,сетитехнологические,1450.0,0.0,44.0,0.0,1406.0
35070,эстакада,1404.0,0.0,2.0,0.0,1402.0
978,май,1657.0,30.0,123.0,103.0,1401.0
170581,вальщиклеса,1394.0,0.0,0.0,0.0,1394.0
41166,уплотнениегрунта,2176.0,0.0,772.0,22.0,1382.0
32434,повар,1474.0,0.0,69.0,28.0,1377.0
31541,благоустройство,1629.0,0.0,151.0,107.0,1371.0
1805,тн,3167.0,5.0,1333.0,481.0,1348.0
1818,октябрь,1534.0,21.0,58.0,113.0,1342.0
169454,кдоговору№вст-15/07100/447/рот081215г,1340.0,0.0,0.0,0.0,1340.0
81,январь,1568.0,42.0,78.0,114.0,1334.0
1294,кабельнаяэстакада,1398.0,3.0,23.0,42.0,1330.0
169486,производственно-дождеваяканализацияк3,1322.0,0.0,0.0,0.0,1322.0
3851,строительныеработы,1332.0,0.0,18.0,2.0,1312.0
1116,занеделю,2439.0,1.0,1141.0,0.0,1297.0
173174,пнрпожарнойсигнализации,1303.0,0.0,0.0,6.0,1297.0
179306,пнробщестанционный,1296.0,0.0,0.0,0.0,1296.0
1538,теплоизоляция,1378.0,1.0,52.0,30.0,1295.0
2167,декабрь,1486.0,23.0,78.0,111.0,1274.0
170611,автослесарь,1245.0,0.0,0.0,2.0,1243.0
32410,механик,1413.0,0.0,85.0,87.0,1241.0
577,итр,2595.0,10.0,554.0,803.0,1228.0
173057,блочноеоборудование,1222.0,0.0,0.0,0.0,1222.0
173194,теплоизоляциям,1222.0,0.0,0.0,0.0,1222.0
69218,кладовщик,1270.0,0.0,6.0,48.0,1216.0
3351,изолировщик,2430.0,0.0,1139.0,75.0,1216.0
2870,механизаторы,1888.0,3.0,84.0,602.0,1199.0
172593,устройствовыравнивающегослояизпескаh=03м,1195.0,0.0,0.0,0.0,1195.0
605,стропальщики,1580.0,3.0,116.0,270.0,1191.0
34653,ограждение,1341.0,0.0,63.0,88.0,1190.0
2863,монтажники,1442.0,4.0,106.0,172.0,1160.0
109,монтажпровода,1238.0,22.0,31.0,27.0,1158.0
97023,монтажколодцев,1249.0,0.0,11.0,81.0,1157.0
174208,блоккомпрессорнойустановкиосновной,1156.0,0.0,0.0,0.0,1156.0
169394,наименованиеэтапастроительства,1149.0,0.0,0.0,0.0,1149.0
1936,ноябрь,1340.0,11.0,61.0,119.0,1149.0
30788,погружениесвайшт,1194.0,0.0,49.0,10.0,1135.0
169504,окраскаметаллическихповерхностейэмальюко-198,1133.0,0.0,0.0,0.0,1133.0
41762,монтажплощадок,1144.0,0.0,13.0,2.0,1129.0
80331,узлызапорнойарматуры,1135.0,0.0,2.0,6.0,1127.0
170508,машинисттрелевочника,1107.0,0.0,0.0,0.0,1107.0
1639,расчисткатрассы,1115.0,1.0,0.0,9.0,1105.0
169459,прокладкакабельныхлиний,1096.0,0.0,0.0,0.0,1096.0
169510,договорвст-15/07100/447/рот081215г,1094.0,0.0,0.0,0.0,1094.0
169363,расключениекабельныхлиний,1092.0,0.0,0.0,0.0,1092.0
169489,монтажлестницсограждением,1092.0,0.0,0.0,0.0,1092.0
41875,сетиканализации,1094.0,0.0,18.0,0.0,1076.0
3496,монтажтрубопровода,1284.0,0.0,181.0,32.0,1071.0
169795,трелевкалеса,1070.0,0.0,0.0,0.0,1070.0
1333,разработкагрунта,2103.0,1.0,973.0,60.0,1069.0
109591,сварочныйпост,1138.0,0.0,1.0,82.0,1055.0
169499,изготовлениеопор,1056.0,0.0,0.0,13.0,1043.0
1590,монтажбалок,1186.0,1.0,60.0,89.0,1036.0
1105,забивкасвай,1036.0,1.0,0.0,2.0,1033.0
33027,уаз,1043.0,0.0,15.0,0.0,1028.0
34561,плотники,1060.0,0.0,1.0,33.0,1026.0
2078,монтажограждения,1205.0,11.0,160.0,17.0,1017.0
32692,монтажниккипиа,1023.0,0.0,17.0,0.0,1006.0
22633,технологическаяобвязка,1028.0,0.0,5.0,18.0,1005.0
1613,монтажстоек,1900.0,1.0,821.0,73.0,1005.0
169462,установкастолбиковсигнальных,998.0,0.0,0.0,0.0,998.0
34765,блокуправления,999.0,0.0,2.0,0.0,997.0
5736,монтажкабельныхлотков,1885.0,0.0,854.0,35.0,996.0
170841,устройствоэстакады,994.0,0.0,0.0,0.0,994.0
3381,устройствоконтуразаземления,988.0,0.0,8.0,0.0,980.0
3885,установкадорожныхзнаковнаметаллическихстойках,975.0,0.0,1.0,0.0,974.0
37158,монтажворот,1088.0,0.0,59.0,56.0,973.0
169443,монтажбалокиздвутавра,965.0,0.0,0.0,0.0,965.0
174475,склад-навесхранениямасла,962.0,0.0,0.0,0.0,962.0
128787,расключениекабелей,991.0,0.0,7.0,25.0,959.0
32602,топливозаправщик,1156.0,0.0,45.0,156.0,955.0
147,разработкатраншеи,999.0,10.0,28.0,9.0,952.0
170516,козловдп,951.0,0.0,0.0,0.0,951.0
169923,изготовлениеколодцев,946.0,0.0,0.0,0.0,946.0
34381,монтажтрубопроводов,2249.0,0.0,1174.0,135.0,940.0
1255,монтажкабельныхполок,1795.0,2.0,857.0,0.0,936.0
3507,монтажгрозотроса,975.0,0.0,44.0,0.0,931.0
47,выполнено,1190.0,26.0,141.0,93.0,930.0
27226,смр,1035.0,0.0,78.0,32.0,925.0
169529,объединеннаяэстакада,925.0,0.0,0.0,0.0,925.0
9612,устройствонасыпи,999.0,0.0,19.0,62.0,918.0
178975,пожарныещиты,912.0,0.0,0.0,0.0,912.0
15651,проездыиплощадки,973.0,0.0,63.0,0.0,910.0
476,испытаниятрубопровода,924.0,5.0,9.0,6.0,904.0
169493,монтажметаллическихбалокизшвеллера,903.0,0.0,0.0,0.0,903.0
41546,старшийпрораб,900.0,0.0,3.0,0.0,897.0
41148,посевмноголетнихтрав,907.0,0.0,14.0,0.0,893.0
5330,технологическаяэстакада,897.0,0.0,3.0,5.0,889.0
170474,"вл-35кв""пс-35/6кв""нижнелугинецкая""-пс-35/6кв""западно-лугинецкая""",879.0,0.0,0.0,0.0,879.0
171657,горизонтальныезаземлители,877.0,0.0,0.0,0.0,877.0
83067,площадки,878.0,0.0,1.0,0.0,877.0
3357,монтажтраверс,1676.0,0.0,738.0,68.0,870.0
170491,"пс35/6кв""нижнелугинецкая""",868.0,0.0,0.0,0.0,868.0
179466,комплексноеопробованиепсаспоипт,867.0,0.0,0.0,0.0,867.0
169465,монтажзащитногоукрытияизуголка,859.0,0.0,0.0,0.0,859.0
179371,устройстводорожныхпокрытийизсборныхжелезобетонныхплитпдн,855.0,0.0,0.0,0.0,855.0
169432,романовиа,855.0,0.0,0.0,0.0,855.0
169419,"главныйинженерооо""сибпромстрой""",855.0,0.0,0.0,0.0,855.0
32653,копровщик,904.0,0.0,38.0,13.0,853.0
170482,трелевочник,867.0,0.0,0.0,19.0,848.0
173074,изоляционныеработы,846.0,0.0,0.0,0.0,846.0
172913,эстакады,846.0,0.0,0.0,0.0,846.0
6978,видработ,1056.0,0.0,104.0,106.0,846.0
172914,монтажтрубопроводов>100мм,846.0,0.0,0.0,0.0,846.0
173120,видсмр,846.0,0.0,0.0,0.0,846.0
172912,фактсуточный,846.0,0.0,0.0,0.0,846.0
173017,монтажметаллоконстукций,846.0,0.0,0.0,0.0,846.0
10617,названиеработы,1181.0,0.0,267.0,68.0,846.0
173002,монтажтрубопроводов<100мм,846.0,0.0,0.0,0.0,846.0
172805,основанияиростверки,846.0,0.0,0.0,0.0,846.0
172998,укладкакабеля,846.0,0.0,0.0,0.0,846.0
16308,идентификаторработы,1667.0,0.0,275.0,546.0,846.0
18082,spreadsheetfield,1012.0,0.0,75.0,91.0,846.0
173048,основанияифундаменты,846.0,0.0,0.0,0.0,846.0
6834,планнакопительный,889.0,0.0,19.0,24.0,846.0
172715,плансуточный,846.0,0.0,0.0,0.0,846.0
172938,фо-факт,850.0,0.0,0.0,4.0,846.0
172846,ограждения,846.0,0.0,0.0,0.0,846.0
42321,позициягенплана,866.0,0.0,20.0,0.0,846.0
173183,фо-план,850.0,0.0,0.0,4.0,846.0
172687,лестницы,846.0,0.0,0.0,0.0,846.0
6994,фактнакопительный,889.0,0.0,19.0,24.0,846.0
3946,монтажметаллоконструкций,2262.0,0.0,1210.0,215.0,837.0
41898,трубопроводы,909.0,0.0,62.0,14.0,833.0
1064,остаток,1675.0,18.0,315.0,510.0,832.0
4604,самосвал,2231.0,0.0,1160.0,249.0,822.0
1263,монтажкабельныхстоек,1674.0,2.0,851.0,0.0,821.0
174459,вл-6кв,819.0,0.0,0.0,0.0,819.0
372,монтажзаземления,1136.0,22.0,205.0,92.0,817.0
2065,засыпкатраншей,817.0,8.0,0.0,2.0,807.0
761,всего,2772.0,3.0,1535.0,439.0,795.0
178333,%выполненияотобщегоколичества,794.0,0.0,0.0,0.0,794.0
159,обратнаязасыпкатраншеи,818.0,10.0,14.0,0.0,794.0
178303,видработы,800.0,0.0,0.0,6.0,794.0
178309,∆,794.0,0.0,0.0,0.0,794.0
94530,индикатор,800.0,0.0,6.0,0.0,794.0
1525,комплекс,840.0,1.0,20.0,25.0,794.0
171815,покрытиеповерхностиизоляциитрубопроводовстальюоцинкованной,793.0,0.0,0.0,0.0,793.0
36494,водительавтосамосвала,795.0,0.0,5.0,0.0,790.0
178038,подающийт1иобратныйт2трубопроводытепловойсети,790.0,0.0,0.0,0.0,790.0
170547,узелприемасодпк346+69,784.0,0.0,0.0,0.0,784.0
169539,сварочныйагрегатдвухпостовой,783.0,0.0,0.0,0.0,783.0
180116,исправленоот010217заполнятьтолькона01ое!,782.0,0.0,0.0,0.0,782.0
170472,инженерпоотипбоос,779.0,0.0,0.0,0.0,779.0
178641,изнихна80иболее%,778.0,0.0,0.0,0.0,778.0
174493,площадкиобслуживанияпм1пм4,777.0,0.0,0.0,0.0,777.0
169426,вл6кв,775.0,0.0,0.0,0.0,775.0
7165,сборкаопор,1398.0,0.0,596.0,30.0,772.0
173119,общийитог,759.0,0.0,0.0,0.0,759.0
41936,монтажстоекшт,795.0,0.0,33.0,3.0,759.0
173229,названиястрок,762.0,0.0,0.0,3.0,759.0
169491,освещение,759.0,0.0,0.0,0.0,759.0
169533,монтажкровлиизпрофлиста,758.0,0.0,0.0,0.0,758.0
174464,погружениесвайд168х73мм,757.0,0.0,0.0,0.0,757.0
5086,невыполнено,764.0,0.0,10.0,0.0,754.0
565,электросварщики,1363.0,3.0,49.0,557.0,754.0
367,монтажростверков,972.0,21.0,88.0,111.0,752.0
178040,окраскаметаллоконструкцийна2разалакомпф-170,750.0,0.0,0.0,0.0,750.0
132,рекультивация,781.0,30.0,1.0,0.0,750.0
178089,прокладкаирасключениекабельныхлиний,743.0,0.0,0.0,0.0,743.0
8737,надземнаяпрокладкатрубопроводов,745.0,0.0,5.0,0.0,740.0
169503,куклинвс,737.0,0.0,0.0,0.0,737.0
170550,узелзапорнойарматуры№5пк316+25,736.0,0.0,0.0,0.0,736.0
170606,договорвст-15/07100/27/рот230115,736.0,0.0,0.0,0.0,736.0
170584,узелзапорнойарматуры№2пк70+30,736.0,0.0,0.0,0.0,736.0
170576,узелзапорнойарматуры№1пк65+81,736.0,0.0,0.0,0.0,736.0
170563,"подрядчик:зао""амк-вигас""",736.0,0.0,0.0,0.0,736.0
106671,дорожнаяодежда,752.0,0.0,1.0,19.0,732.0
170488,"кдоговору№вст-14/07000/674/рот""25""декабря2014г",730.0,0.0,0.0,0.0,730.0
172972,(пусто),730.0,0.0,0.0,0.0,730.0
169663,бульдозерб10м,728.0,0.0,0.0,0.0,728.0
172917,пнрнасосногооборудования,725.0,0.0,0.0,0.0,725.0
32493,кабельнаяпродукция,761.0,0.0,29.0,8.0,724.0
174220,монтажподвесовизуголка,723.0,0.0,0.0,0.0,723.0
173167,пнрсау,722.0,0.0,0.0,0.0,722.0
688,газорезчики,1001.0,3.0,104.0,180.0,714.0
6868,каток,1973.0,0.0,1041.0,221.0,711.0
170629,"ооо""строймастер""",710.0,0.0,0.0,0.0,710.0
67917,электрогазосварщик,738.0,0.0,19.0,11.0,708.0
178529,антикоррозионнаяизоляциявнутреннейчастиколодцев,707.0,0.0,0.0,0.0,707.0
177471,монтажметаллическихбалокиздвутавра,701.0,0.0,0.0,0.0,701.0
178527,монтажсветильниковместногоосвещения,701.0,0.0,0.0,0.0,701.0
170613,86хо5397,701.0,0.0,0.0,0.0,701.0
171156,бензиновыепилы,700.0,0.0,0.0,0.0,700.0
171153,инженер-дефектоскопист,700.0,0.0,0.0,0.0,700.0
1060,монтажконтуразаземления,716.0,3.0,2.0,14.0,697.0
4617,маляр,1872.0,0.0,1116.0,59.0,697.0
178033,устройствоподстилающихслоевгравийно-песчаных,697.0,0.0,0.0,0.0,697.0
174241,монтажаппаратавоздушногоохлаждениягазааво,685.0,0.0,0.0,0.0,685.0
5435,теплоизоляциятрубопроводов,1525.0,0.0,733.0,108.0,684.0
169384,сак,683.0,0.0,0.0,0.0,683.0
171194,е122кр86,681.0,0.0,0.0,0.0,681.0
171250,о584ам186,681.0,0.0,0.0,0.0,681.0
171255,с338уа86,681.0,0.0,0.0,0.0,681.0
41897,рекультивацияземель,684.0,0.0,6.0,0.0,678.0
171186,86уа3662,678.0,0.0,0.0,0.0,678.0
171181,трубовозурал596012,678.0,0.0,0.0,0.0,678.0
171246,86уа3661,678.0,0.0,0.0,0.0,678.0
171244,сварочныйагрегатdlw–400esw,678.0,0.0,0.0,0.0,678.0
171188,передвижнаяремонтнаямастерская(урал),678.0,0.0,0.0,0.0,678.0
171235,кран-трубоукладчиктбг–2001,678.0,0.0,0.0,0.0,678.0
171213,р603ао186,678.0,0.0,0.0,0.0,678.0
171234,топливозаправщик(урал),678.0,0.0,0.0,0.0,678.0
171238,86хе0598,678.0,0.0,0.0,0.0,678.0
171201,86уа3837,678.0,0.0,0.0,0.0,678.0
171216,86уа3653,678.0,0.0,0.0,0.0,678.0
171210,86хе3731,678.0,0.0,0.0,0.0,678.0
171228,трелевочнаябесчокернаямашиналт–187,678.0,0.0,0.0,0.0,678.0
171245,самосвалкамаз–65222-63,678.0,0.0,0.0,0.0,678.0
171237,экскаваторрс220–7,678.0,0.0,0.0,0.0,678.0
171261,кранавтомобильныйкс–45717-1(урал),678.0,0.0,0.0,0.0,678.0
171218,валочно–пакетирующаямашиналп-19в,678.0,0.0,0.0,0.0,678.0
171263,86уа3836,678.0,0.0,0.0,0.0,678.0
171256,вахтаурал3255–0010–41,678.0,0.0,0.0,0.0,678.0
171219,т805хе86,678.0,0.0,0.0,0.0,678.0
174228,площадкавспомогательногооборудования,676.0,0.0,0.0,0.0,676.0
4044,земляныеработы,1081.0,0.0,323.0,84.0,674.0
41058,прокладкакабелей,676.0,0.0,5.0,0.0,671.0
124117,пнрохранно-пожарнойсигнализации,674.0,0.0,3.0,0.0,671.0
174476,ктпснку,668.0,0.0,0.0,0.0,668.0
174471,емкостьсбораконденсатаv=5м3;емкостьотработанногомаслаv=5м3,668.0,0.0,0.0,0.0,668.0
174472,емкостьдренажнаяметанолаv=16м3,668.0,0.0,0.0,0.0,668.0
